"id","visit","center","fca2c","fca2d","fca3c","fca3d","fca4c","fca4d","fca5c","fca5d","fca6c","fca6d","fca7c","fca7d","fca8c","fca8d","fca9c","fca9d","fca10c","fca10d","fca11c","fca11d","fca12c","fca12d","fca13c","fca13d","fca14c","fca14d","fca15","fca1b","fca2b","fca3b","fca4b","fca5b","fca6b","fca7b","fca8b","fca9b","fca10b","fca11b","fca12b","fca13b","fca14b","fca16"
"SO10845",8,"SO","MOM","B","DAD","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,38,41,17,14,,,,,,,,,,1/15/1995
"SO10853",8,"SO","CSF","B","BRO","B","SIS","B","CSF","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,28,9,8,1,,,,,,,,,,12/15/1994
"SO10881",8,"SO","MOM","B","BRO","B","BRO","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,39,7,13,,,,,,,,,,,3/15/1995
"SO10899",8,"SO","MOM","B","SIS","B","GMA","B","UNC","B","AUN","B",,,,,,,,,,,,,,,,,"BBN",8,23,7,43,18,16,,,,,,,,,2/15/1995
"SO10905",8,"SO","MOM","B","SIS","B","SIS","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DNP",8,28,12,10,9,,,,,,,,,,5/15/1995
"SO10918",8,"SO","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"LTP",8,23,4,12,,,,,,,,,,,2/15/1995
"SO10926",8,"SO","GMA","B",,,,,,,,,,,,,,,,,,,,,,,,,"DL",8,45,,,,,,,,,,,,,3/15/1995
"SO10944",8,"SO","MOM","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,29,1,0,,,,,,,,,,,2/15/1995
"SO10959",8,"SO","GMA","B","GPA","B","UNC","B","AUN","B","AUN","B","AUN","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBW",8,39,42,17,11,13,9,,,,,,,,1/15/1995
"SO10993",8,"SO","GMA","B","GPA","B","CSF","B","CSM","B","AUN","U","CSF","B","CSM","B","CSF","B","CSF","B","UNC","B","---","-","---","-","---","-","BBN",8,47,50,18,1,20,1,2,0,0,22,,,,1/15/1995
"SO11001",8,"SO","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","MCP",8,29,13,,,,,,,,,,,,4/15/1995
"SO11050",8,"SO","MOM","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"GSL",8,31,10,37,,,,,,,,,,,2/15/1995
"SO11069",8,"SO","MOM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"LTP",9,32,10,,,,,,,,,,,,5/15/1995
"SO11075",8,"SO","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"LP",8,42,14,10,,,,,,,,,,,1/15/1995
"SO11083",8,"SO","MOM","B","BRO","B","OFA","U","OMA","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,30,7,23,25,,,,,,,,,,1/15/1995
"SO11102",8,"SO","MOM","B","BRO","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,28,6,0,,,,,,,,,,,1/15/1995
"SO11110",8,"SO","MOM","A","DAD","A","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,41,46,9,,,,,,,,,,,5/15/1995
"SO11123",8,"SO","MOM","B","BRO","B","BRO","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,27,10,3,35,,,,,,,,,,1/15/1995
"SO11135",8,"SO","MOM","B","SIS","B","GMA","B","GPA","B","CSF","B",,,,,,,,,,,,,,,,,"GSL",8,28,3,52,52,13,,,,,,,,,12/15/1995
"SO11147",8,"SO","MOM","B","SIS","B","OMA","X","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,23,7,24,,,,,,,,,,,4/15/1995
"SO11151",8,"SO","GMA","B",,,,,,,,,,,,,,,,,,,,,,,,,"GSL",8,49,,,,,,,,,,,,,12/15/1994
"SO11168",8,"SO","MOM","B","BRO","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"GSL",8,32,11,38,,,,,,,,,,,12/15/1994
"SO11208",8,"SO","MOM","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"BBN",8,35,4,32,,,,,,,,,,,3/15/1995
"SO11216",8,"SO","MOM","B","BRO","A","GMA","B",,,,,,,,,,,,,,,,,,,,,"ABW",8,38,10,63,,,,,,,,,,,3/15/1995
"SO11229",8,"SO","MOM","B","OMA",,"SIS","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,25,25,5,4,,,,,,,,,,3/15/1995
"SO11234",8,"SO","GMA","B","CSF","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,48,12,6,,,,,,,,,,,4/15/1995
"SO11241",8,"SO","MOM","B","GMA","B","UNC","B","AUN","B","SIS","B","GMA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMP",8,23,47,18,15,3,86,,,,,,,,1/15/1995
"SO11257",8,"SO","MOM","B","DAD","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,27,36,,,,,,,,,,,,3/15/1995
"SO11262",8,"SO","MOM","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"BBN",8,30,4,31,,,,,,,,,,,3/15/1995
"SO11273",8,"SO","MOM","B","SIS","B","SIS","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,26,5,4,2,,,,,,,,,,2/15/1995
"SO11290",8,"SO","MOM","B","GMA","B",,,,,,,,,,,,,,,,,,,,,,,"TBL",8,27,48,,,,,,,,,,,,3/15/1995
"SO11305",8,"SO","MOM","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,48,47,,,,,,,,,,,,3/15/1995
"SO11318",8,"SO","GMA","B","AUN","B","UNC","B",,,,,,,,,,,,,,,,,,,,,"TBL",8,30,13,5,,,,,,,,,,,12/15/1994
"SO11326",8,"SO","MOM","B","BRO","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,"DMP",8,31,5,5,2,13,,,,,,,,,1/15/1995
"SO11332",8,"SO","MOM","B","BRO","B","GMA","B","GPA","S",,,,,,,,,,,,,,,,,,,"MCP",8,30,4,49,63,,,,,,,,,,3/15/1995
"SO11344",8,"SO","MOM","B","SIS","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,30,13,11,,,,,,,,,,,1/15/1995
"SO11359",8,"SO","MOM","B","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,26,62,,,,,,,,,,,,2/15/1995
"SO11360",8,"SO","MOM","B","BRO","B","OMC","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,23,2,12,,,,,,,,,,,2/15/1995
"SO11387",8,"SO","GMA","B","GPA","B","AUN","B","UNC","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",9,47,53,15,15,,,,,,,,,,4/15/1995
"SO11393",8,"SO","MOM","B","BRO","B","BRO","B","BRO","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,26,7,6,5,28,,,,,,,,,3/15/1995
"SO11407",8,"SO","MOM","B","DAD","S","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,26,26,9,,,,,,,,,,,3/15/1995
"SO11415",8,"SO","MOM","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,28,2,,,,,,,,,,,,3/15/1995
"SO11430",8,"SO","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","MCP",8,48,6,,,,,,,,,,,,3/15/1995
"SO11442",8,"SO","MOM","B","SIS","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","MCP",8,25,6,27,,,,,,,,,,,3/15/1995
"SO11456",8,"SO","MOM","B","DAD","S","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMP",9,33,25,10,,,,,,,,,,,9/15/1995
"SO11463",8,"SO","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,21,1,,,,,,,,,,,,12/15/1994
"SO11474",8,"SO","MOM","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"TBL",9,32,13,6,,,,,,,,,,,9/15/1995
"SO11489",8,"SO","MOM","B","DAD","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,30,48,10,2,,,,,,,,,,6/15/1995
"SO11491",8,"SO","MOM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,39,,,,,,,,,,,,,3/15/1995
"SO11504",8,"SO","MOM","B","SIS","B","GMA","B","AUN","B","CSM","B","AUN","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,25,2,53,30,10,15,,,,,,,,9/15/1995
"SO11520",8,"SO","MOM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",,38,,,,,,,,,,,,,3/15/1995
"SO11538",8,"SO","MOM","B","CSF","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,24,18,,,,,,,,,,,,4/15/1995
"SO11566",8,"SO","MOM","B","DAD","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,34,37,,,,,,,,,,,,2/15/1995
"SO11577",8,"SO","MOM","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"DL",8,29,33,12,,,,,,,,,,,7/15/1995
"SO11581",8,"SO","MOM","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,33,35,,,,,,,,,,,,5/15/1995
"SO11599",8,"SO","MOM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMP",8,23,,,,,,,,,,,,,5/15/1995
"SO11600",8,"SO","GMA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","LTP",8,71,,,,,,,,,,,,,5/15/1995
"SO11613",8,"SO","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"BBN",8,24,4,,,,,,,,,,,,3/15/1995
"SO11621",8,"SO","GMA","B","BRO","B","SIS","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,"BBN",8,60,14,13,12,9,,,,,,,,,3/15/1995
"SO11637",8,"SO","MOM","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"BN",8,25,5,3,,,,,,,,,,,3/15/1995
"SO11649",8,"SO","MOM","B","DAD","B","BRO","B","SIS","B","SIS","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","MCP",8,25,29,5,3,0,,,,,,,,,4/15/1995
"SO11654",8,"SO","GMA","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","MCP",8,44,6,,,,,,,,,,,,4/15/1995
"SO11665",8,"SO","MOM","B","DAD","S","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,23,31,7,4,,,,,,,,,,4/15/1995
"SO11676",8,"SO","MOM","B","SIS","B","BRO","B","SIS","B","BRO","B","DAD","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,26,9,6,5,4,25,,,,,,,,4/15/1995
"SO11682",8,"SO","MOM","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,30,14,9,,,,,,,,,,,4/15/1995
"SO11717",8,"SO","MOM","B","BRO","B","OMA","X","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,25,3,27,44,,,,,,,,,,2/15/1995
"SO11740",8,"SO","MOM","B","DAD","S","BRO","B","BRO","S","BRO","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMP",8,30,48,6,24,17,,,,,,,,,6/15/1995
"SO11758",8,"SO","MOM","B","SIS","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,28,6,3,,,,,,,,,,,4/15/1995
"SO11786",8,"SO","MOM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,29,,,,,,,,,,,,,5/15/1995
"SO11794",8,"SO","MOM","B","BRO","B","SIS","B","UNC","B","CSF","B","AUN","B",,,,,,,,,,,,,,,"BBN",8,22,6,4,8,1,25,,,,,,,,4/15/1995
"SO11819",8,"SO","MOM","B","AUN","B","CSF","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMP",8,23,23,2,5,,,,,,,,,,9/15/1995
"SO11843",8,"SO","MOM","B","SIS","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,25,6,32,,,,,,,,,,,5/15/1995
"SO11864",8,"SO","GMA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",7,45,,,,,,,,,,,,,3/15/1995
"SO11870",8,"SO","MOM","B","DAD","B","BRO","B","BRO","B","SIS","B","CSF","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMP",8,29,28,7,5,2,28,,,,,,,,5/15/1995
"SO11888",8,"SO","MOM","B","GMA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,35,71,,,,,,,,,,,,5/15/1995
"SO11903",8,"SO","GMA","B","BRO","B","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,58,10,60,,,,,,,,,,,5/15/1995
"SO11911",8,"SO","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,24,4,,,,,,,,,,,,4/15/1995
"SO11924",8,"SO","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,25,3,,,,,,,,,,,,10/15/1995
"SO11939",8,"SO","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,29,3,,,,,,,,,,,,5/15/1995
"SO11952",8,"SO","MOM","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"BBN",8,41,40,12,,,,,,,,,,,4/15/1995
"SO11967",8,"SO","MOM","B","SIS","B","BRO","B","SIS","B","SIS","B","DAD","B",,,,,,,,,,,,,,,"MCP",8,25,6,5,3,2,27,,,,,,,,3/15/1995
"SO11978",8,"SO","MOM","B","SIS","B","BRO","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,32,8,4,31,,,,,,,,,,2/15/1995
"SO11980",8,"SO","MOM","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,25,28,,,,,,,,,,,,5/15/1995
"SO12000",8,"SO","MOM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,23,,,,,,,,,,,,,3/15/1995
"SO12021",8,"SO","GMA","B","CSM","B","CSM","B","CSF","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",7,41,8,6,6,6,,,,,,,,,4/15/1995
"SO12037",8,"SO","GMA","B","OMA","X",,,,,,,,,,,,,,,,,,,,,,,"MCP",8,49,32,,,,,,,,,,,,3/15/1995
"SO12049",8,"SO","AUN","B","UNC","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,50,48,7,,,,,,,,,,,4/15/1995
"SO12054",8,"SO","MOM","B","SIS","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,25,3,29,,,,,,,,,,,3/15/1995
"SO12065",8,"SO","MOM","B","SIS","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,25,5,2,3,,,,,,,,,,5/15/1995
"SO12076",8,"SO","MOM","B","DAD","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,35,38,4,,,,,,,,,,,2/15/1995
"SO12082",8,"SO","MOM","B","UNC","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,42,37,,,,,,,,,,,,5/15/1995
"SO12098",8,"SO","MOM","B","DAD","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,34,37,4,6,,,,,,,,,,2/15/1995
"SO12101",8,"SO","MOM","B","DAD","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"DL",8,28,29,6,3,,,,,,,,,,8/15/1995
"SO12114",8,"SO","GMA","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"MCP",8,63,3,,,,,,,,,,,,3/15/1995
"SO12122",8,"SO","MOM","B","BRO","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"MCP",8,26,4,27,,,,,,,,,,,4/15/1995
"SO12150",8,"SO","MOM","A","SIS","A","SIS","A","OMA","X",,,,,,,,,,,,,,,,,,,"BBN",8,38,15,3,42,,,,,,,,,,4/15/1995
"SO12175",8,"SO","MOM","B","SIS","B","GMA","B","UNC","B","UNC","B","AUN","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,23,5,49,29,38,18,,,,,,,,3/15/1995
"SO12197",8,"SO","GMA","B","GPA","B","UNC","B",,,,,,,,,,,,,,,,,,,,,"BBN",8,51,77,20,,,,,,,,,,,2/15/1995
"SO12209",8,"SO","MOM","B","DAD","A","BRO","B","SIS","B","OMA","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,39,45,7,19,20,,,,,,,,,9/15/1995
"SO12225",8,"SO","MOM","B","GMA","B","SIS","B","SIS","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,30,,13,11,9,,,,,,,,,4/15/1995
"SO12261",8,"SO","MOM","B","BRO","B","GMA","B","AUN","B","UNC","B","CSM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMA",8,25,1,45,27,20,4,,,,,,,,6/15/1995
"SO12272",8,"SO","MOM","B","BRO","B","BRO","B","SIS","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,25,3,1,0,32,,,,,,,,,3/15/1995
"SO12286",8,"SO","GMA","B","SIS","B","GPA","B",,,,,,,,,,,,,,,,,,,,,"TBL",8,52,7,55,,,,,,,,,,,9/15/1995
"SO12306",8,"SO","MOM","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,23,29,,,,,,,,,,,,4/15/1995
"SO12319",8,"SO","MOM","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",7,40,42,,,,,,,,,,,,4/15/1995
"SO12327",8,"SO","MOM","B","GMA","B","BRO","B","OMA","X","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,26,60,3,32,,,,,,,,,,3/15/1995
"SO12331",8,"SO","MOM","B","DAD","B","SIS","B","SIS","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",7,36,36,9,4,2,,,,,,,,,4/15/1995
"SO12343",8,"SO","MOM","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"DL",8,25,6,31,,,,,,,,,,,7/15/1995
"SO12355",8,"SO","MOM","B","BRO","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"BBN",7,25,3,25,,,,,,,,,,,3/15/1995
"SO12364",8,"SO","MOM","B","SIS","B","GMA","B","GPA","B",,,,,,,,,,,,,,,,,,,"BBN",8,24,7,42,49,,,,,,,,,,5/15/1995
"SO12388",8,"SO","MOM","S","DAD","B","BRO","B","BRO","S","BRO","S","SIS","S","BRO","B","SIS","S",,,,,,,,,,,"GSL",8,35,35,13,15,16,24,12,10,,,,,,6/15/1995
"SO12392",8,"SO","MOM","B","SIS","B","BRO","B","GMA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,24,4,7,42,,,,,,,,,,10/15/1995
"SO12434",8,"SO","AUN","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,44,8,,,,,,,,,,,,2/15/1995
"SO12441",8,"SO","MOM","B","DAD","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,29,31,11,2,,,,,,,,,,2/15/1995
"SO12457",8,"SO","MOM","B","DAD","B","BRO","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",7,28,26,5,4,1,,,,,,,,,3/15/1995
"SO12462",8,"SO","MOM","B","SIS","B","SIS","B","CSF","B","CSF","B","GMA","B","SIS","B","SIS","B","SIS","B",,,,,,,,,"ABW",7,29,13,10,8,2,46,7,9,11,,,,,3/15/1995
"SO12473",8,"SO","MOM","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"DL",8,28,6,33,,,,,,,,,,,6/15/1995
"SO12485",8,"SO","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DL",8,33,43,14,,,,,,,,,,,8/15/1995
"SO12503",8,"SO","MOM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"LTP",8,35,18,,,,,,,,,,,,5/15/1995
"SO12511",8,"SO","MOM","B","BRO","B","BRO","B","BRO","B","SIS","B","SIS","B","OFA","U","OMC","U","OFC","U","---","-","---","-","---","-","---","-","TBL",8,26,7,4,3,0,0,32,7,11,,,,,10/15/1995
"SO12524",8,"SO","MOM","B","SIS","B","SIS","B","SIS","B","DAD","S","UNC","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",7,29,11,10,6,26,24,,,,,,,,4/15/1995
"SO12539",8,"SO","MOM","B","BRO","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",7,30,10,9,11,,,,,,,,,,3/15/1995
"SO12546",8,"SO","MOM","B","BRO","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",7,22,4,3,,,,,,,,,,,3/15/1995
"SO12552",8,"SO","GMA","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"BBN",7,43,6,,,,,,,,,,,,5/15/1995
"SO12567",8,"SO","MOM","B","SIS","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,"BBN",8,34,12,9,38,,,,,,,,,,4/15/1995
"SO12578",8,"SO","MOM","B","SIS","B","SIS","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,"BBN",7,34,17,16,11,39,,,,,,,,,3/15/1995
"SO12580",8,"SO","MOM","B","BRO","B","BRO","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",7,30,13,11,9,8,,,,,,,,,3/15/1995
"SO12595",8,"SO","MOM","B","SIS","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,27,12,12,9,,,,,,,,,,5/15/1995
"SW20010",8,"SW","MOM","B","SIS","B","SIS","B","DAD","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EA",8,30,10,11,31,,,,,,,,,,1/15/1997
"SW20035",8,"SW","MOM","B","GPA","B","SIS","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",9,35,78,7,,,,,,,,,,,11/15/1996
"SW20051",8,"SW","MOM","A","BRO","A","BRO","A","BRO","A","BRO","F","BRO","F","BRO","F","===","=","===","=","===","=","===","=","===","=","===","=","CAW",9,59,19,15,14,12,9,9,,,,,,,11/15/1996
"SW20068",8,"SW","OFA","B","DAD","S","OMC","U","OFC","U","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",9,30,37,8,1,9,,,,,,,,,10/15/1996
"SW20079",8,"SW","OFA","U","DAD","S","OMC","U","OFC","U","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",9,30,37,8,1,9,,,,,,,,,10/15/1996
"SW20084",8,"SW","MOM","F","DAD","F","SIS","F","SIS","F","SIS","F","BRO","F","SIS","F","===","=","===","=","===","=","===","=","===","=","===","=","STB",8,47,54,8,8,13,1,1,,,,,,,7/15/1996
"SW20096",8,"SW","MOM","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",9,41,1,,,,,,,,,,,,10/15/1996
"SW20103",8,"SW","MOM","B","BRO","B","DAD","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",9,34,11,47,,,,,,,,,,,1/15/1997
"SW20139",8,"SW","MOM","B","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"EEB",9,43,16,8,7,,,,,,,,,,10/15/1997
"SW20146",8,"SW","DAD","A","MOM","A","SIS","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","STB",9,42,40,12,,,,,,,,,,,1/15/1997
"SW20178",8,"SW","MOM","B","SIS","B","OMA","U","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","JMM",8,27,9,40,,,,,,,,,,,8/15/1996
"SW20195",8,"SW","MOM","B","BRO","B","BRO","B","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","JMM",8,37,21,11,7,2,,,,,,,,,8/15/1996
"SW20215",8,"SW","MOM","B","SIS","B","DAD","X","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","GML",8,22,2,33,,,,,,,,,,,8/15/1996
"SW20228",8,"SW","MOM","B","AUN","B","BRO","B","CSM","B","CSF","B","UNC","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",8,31,38,13,14,10,78,,,,,,,,3/15/1997
"SW20230",8,"SW","MOM","B","DAD","B","BRO","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",8,35,37,12,3,,,,,,,,,,10/15/1996
"SW20256",8,"SW","GMA","B","SIS","B","BRO","B","BRO","B","CSF","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","JMM",8,41,9,1,6,18,,,,,,,,,8/15/1996
