"center","id","visit","YSCA1A","YSCA1B","YSCA1C","YSCA2A","YSCA2B","YSCA2C","YSCA9","YSCA1","YSCA1A1","YSCA1A2","YSCA1B0","YSCA1B1","YSCA1B2","YSCA1C0","YSCA1C1","YSCA1C2","YSCA2","YSCA2A1","YSCA2A2","YSCA2B0","YSCA2B1","YSCA2B2","YSCA2C0","YSCA2C1","YSCA2C2","YSCA3","YSCA3A1","YSCA3B0","YSCA3B1","YSCA3C0","YSCA3C1","YSCA4","YSCA4A1","YSCA4B0","YSCA4B1","YSCA4C0","YSCA4C1","YSCA5A","YSCA5B","YSCA6A","YSCA6B","YSCA6C","YSCA6D","YSCA7A","YSCA8A","YSCA8B","YSCA8C","YSCA8D","YSCA8E","YSCA8F","YSCA8G","YSCA10"
"SW","SW20152",12,"SOCCER","BASEBALL","FOOTBALL","PLAYING","PLAYING CARDS",,"MHL",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,,,0,,,,,,1,1,1,2,0,,3,2,2,2,2,2,1,2,1,2,3,2,,,11/15/2000
"SW","SW20152",18,"SOCCER","SWIMMING & WATER POLO","BASKETBALL","CHESS","READING","PLAYING POOL","KAH",1,1,1,1,0,0,1,0,0,1,0,1,1,0,2,1,1,1,0,,,,,,1,2,1,2,1,2,3,1,2,2,2,2,0,,,,,,,,3/15/2006
"SW","SW20178",12,"SOCCER","FOOTBALL",,"BOARD GAMES (MONOPOLY)",,,"JDM",1,1,0,1,2,1,0,,,1,2,2,0,,,,,,0,,,,,,1,1,1,2,1,1,3,1,1,2,1,0,1,1,1,0,2,9,,,4/15/2000
"SW","SW20178",18,,,,"TALKING ON THE PHONE",,,"ZRP",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,0,,3,,1,2,1,1,0,,,,,,,,6/15/2007
"SW","SW20180",12,"SOCCER","BASKETBALL","SKATING","SWIMMING","DRAWING","HIKING","ASL",1,0,1,1,0,2,1,2,2,1,2,2,1,1,2,1,0,2,0,,,,,,1,2,1,0,0,,3,0,1,0,2,2,1,0,0,0,0,3,9,,11/15/2000
"SW","SW20180",18,,,,,,,"ZRP",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,0,0,,,,3,2,1,1,2,2,0,,,,,,,,10/15/2006
"SW","SW20195",12,"BASKETBALL","FLAG FOOTBALL","SOCCER","CRAFTS",,,"ASL",1,1,0,1,0,0,1,0,0,1,1,1,0,,,,,,0,,,,,,1,2,1,1,1,2,3,2,1,2,2,2,1,3,2,1,2,9,,,8/15/2000
"SW","SW20195",18,,,,"PLAY CARDS",,,"KAH",0,,,,,,,,,1,0,1,0,,,,,,0,,,,,,1,2,1,2,1,2,2,1,1,2,2,1,1,9,9,9,9,2,9,,8/15/2006
"SW","SW20207",12,"SWIMMING","VOLLEYBALL",,"CRAFTS","PAINTING",,"ASL",1,0,0,1,0,0,0,,,1,0,1,1,2,0,0,,,1,0,0,,,,1,2,1,2,0,,1,0,1,0,2,1,1,3,1,0,0,9,,,11/15/2000
"SW","SW20215",12,"SKATE BOARDING","VOLLEYBALL","BASKETBALL","VIDEO GAMES","CHORUS",,"FF",1,2,1,1,1,2,1,0,1,1,1,2,1,0,1,0,,,1,1,1,1,1,2,1,0,1,1,1,1,3,2,2,1,1,2,1,2,2,3,1,2,9,,10/15/2000
"SW","SW20228",12,"KICKBALL","BIKE RIDEING",,"DRAWING","GAMEBOY","CARD PLAYING","JDM",1,0,0,1,0,0,0,,,1,2,0,1,2,2,1,0,1,0,,,,,,1,2,1,0,1,0,3,0,2,1,2,2,1,1,1,1,1,9,,,6/15/2000
"SW","SW20228",18,,,,"DANCING AND MUSIC",,,"ZRP",0,,,,,,,,,1,2,2,0,,,,,,1,1,0,,,,0,,,,,,2,1,2,1,1,1,1,2,3,9,9,9,,,1/15/2007
"SW","SW20230",12,"FOOTBALL","VOLLEYBALL","BASEBALL","COLLECTING STAR WARS FIGURES","READING BOOKS",,"MHL",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,,1,1,1,1,1,1,1,1,1,2,1,0,3,2,1,1,1,1,1,9,2,2,2,2,9,,9/15/2000
"SW","SW20230",18,"RUGBY","HORSEBACK RIDING","SKATEBOARDING","VIDEO GAMES","MAKE CHAIN MAIL",,"ZRP",1,0,1,1,0,2,1,0,1,1,1,1,1,2,1,0,,,0,,,,,,1,2,1,0,1,1,3,1,1,1,1,1,0,,,,,,,,12/15/2007
"SW","SW20242",12,"FOOTBALL","BASKETBALL","BIKERIDING","CARDS","POOL TABLE","REMOTE CONTROL CARS","JDM",1,1,1,1,1,1,1,2,2,1,1,0,1,1,1,1,2,2,1,0,0,,,,1,1,0,,,,2,2,2,1,1,1,1,2,2,2,2,3,9,,9/15/2000
"SW","SW20242",18,"BIKE RIDING",,,"GAS POWERED REMOTE CAR",,,"KAH",1,2,2,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,0,,,,1,0,2,1,1,2,1,2,3,9,9,9,,,4/15/2007
"SW","SW20256",12,"BASEBALL","FOOTBALL","BASKETBALL","SORRY (BOARD GAME)","CARDS (POKEMON)","ROLLERBLADING","MHL",1,2,1,1,2,2,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,,,,1,1,1,1,1,2,1,2,2,2,2,1,1,2,3,3,2,9,,,4/15/2000
"SW","SW20263",12,"BASEBALL","SKATEBOARDING",,"CARDS",,,"RMR",1,2,2,1,1,2,0,,,1,0,1,0,,,,,,0,,,,,,0,,,,,,1,0,0,1,2,0,1,3,2,3,2,9,,,3/15/2000
"SW","SW20263",18,"HOCKEY",,,"PLAYING ON THE COMPUTER",,,"MAG",1,0,1,0,,,,,,1,2,1,0,,,,,,0,,,,,,1,1,1,1,1,1,0,0,1,2,1,1,0,,,,,,,,10/15/2006
"SW","SW20274",12,"CHEERLEADING","TRACK","SOCCER","READING",,,"JDM",1,1,1,1,1,1,1,1,1,1,2,1,0,,,,,,1,1,1,1,0,,1,1,1,1,1,0,3,0,2,2,2,2,1,2,1,0,1,9,,,11/15/2000
"SW","SW20274",18,"SURFING","SOFTBALL",,"CARDS",,,"KAH",1,0,1,1,0,1,0,,,1,0,1,0,,,,,,0,,,,,,1,2,1,0,0,,3,2,1,1,0,1,1,9,1,9,9,3,9,,12/15/2005
"SW","SW20289",12,"FOOTBALL","BASEBALL",,"TRUMPET","RIDE MY SCOOTER","ELECTRONIC SIMON SAYS","ASL",1,0,1,1,2,1,0,,,1,0,1,1,2,1,1,1,1,0,,,,,,1,1,1,1,1,1,3,1,1,2,2,2,1,2,1,2,2,9,,,1/15/2001
"SW","SW20291",12,"BASKETBALL",,,"PIANO","SINGING","DANCING","ASL",1,1,1,0,,,,,,1,0,0,1,2,1,1,2,2,0,,,,,,1,1,0,,,,3,1,1,1,2,2,1,1,3,1,3,9,,,10/15/2000
"SW","SW20309",12,"FOOTBALL","BASEBALL",,,,,"RMR",1,0,1,1,1,0,0,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,2,0,1,2,1,1,1,2,1,3,9,9,,,2/15/2000
"SW","SW20309",18,"FOOTBALL","BASKETBALL",,"TRAINING BIRDS",,,"ZRP",1,0,1,1,0,1,0,,,1,2,2,0,,,,,,0,,,,,,1,1,0,,,,3,2,2,1,2,1,0,,,,,,,,9/15/2006
"SW","SW20325",12,"BASEBALL AND OR SOFTBALL","BASKETBALL","TENNIS","SINGING","BIKE RIDING","READING","JDM",1,1,1,1,1,2,1,0,1,1,2,2,1,2,1,1,1,1,1,1,0,,,,1,1,1,1,1,2,3,2,2,2,1,1,1,3,3,2,2,9,,,8/15/2000
"SW","SW20333",12,"FOOTBALL","BASEBALL","BASKETBALL","RIDING BIKE","SKATEBOARDING","READING","JDM",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,,,,,,1,1,1,1,1,1,3,2,1,1,2,1,1,2,2,2,3,9,,,8/15/2000
"SW","SW20340",12,,,,"TALK ON THE PHONE","LISTENING TO THE RADIO",,"SRK",0,,,,,,,,,1,2,1,1,2,2,0,,,1,0,0,,,,1,0,1,0,0,,3,1,0,1,0,2,1,2,1,2,2,1,0,,10/15/2000
"SW","SW20340",18,,,,"LISTENING TO MUSIC","GO OUT WITH FRIENDS",,"MAG",0,,,,,,,,,1,1,1,1,1,1,0,,,0,,,,,,1,1,1,1,1,1,3,1,2,1,2,1,0,,,,,,,,3/15/2006
"SW","SW20358",12,"FOOTBALL","BASKETBALL","BASEBALL",,,,"MHL",1,1,2,1,0,1,1,0,2,0,,,,,,,,,0,,,,,,1,1,1,2,0,,3,2,1,1,2,1,1,0,0,2,2,9,,,11/15/2000
"SW","SW20361",18,"SURFING","SKATEBOARDING","SNOWBOARDING","COMPUTER GAMES",,,"ZRP",1,2,1,1,1,0,1,0,0,1,0,0,0,,,,,,0,,,,,,0,,,,,,3,2,2,1,2,1,1,9,9,2,9,2,9,,10/15/2006
"SW","SW20372",12,,,,"COLLECTING MUSIC",,,"JAS",0,,,,,,,,,1,1,,0,,,,,,0,,,,,,1,1,1,1,0,,3,,0,2,2,1,1,3,2,1,2,0,,,11/15/2000
"SW","SW20372",18,"FOOTBALL","TENNIS","GOLF","PAINT","COMPUTERS","GOING TO THE GYM","ZRP",1,0,1,1,0,0,1,0,1,1,1,2,1,0,2,1,2,1,0,,,,,,1,2,1,2,0,,3,1,1,2,,2,0,,,,,,,,5/15/2007
"SW","SW20394",12,"TENNIS","BASEBALL","KICKBALL","GAME BOY AS A HOBBIE","ART AND CRAFTS","SWIMMING","JDM",1,0,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,1,0,,,,,,1,2,1,1,1,2,3,2,1,1,1,1,1,2,2,2,2,2,9,,10/15/2000
"SW","SW20419",12,"CHEERLEADING",,,"DRAWING",,,"ASL",1,1,1,0,,,,,,1,2,1,0,,,,,,1,1,0,,,,1,0,1,0,1,2,3,0,1,2,1,1,1,3,2,3,3,3,9,,10/15/2000
"SW","SW20419",18,"VOLLEYBALL","HIKING","RUNNING","READING",,,"KAH",1,0,1,1,2,1,1,1,1,1,2,1,0,,,,,,0,,,,,,1,2,1,1,0,,3,1,9,2,1,2,1,3,3,3,2,2,9,,9/15/2007
"SW","SW20427",12,"FOOTBALL","SKATEBOARDING","ROLLERBLADING","COMPUTERS","COLLECT ROCKS","MUSIC CDS AS A HOBBIE","JDM",1,1,2,1,1,1,1,0,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,0,,3,1,1,2,2,2,1,2,2,2,3,2,9,,10/15/2000
"SW","SW20427",18,"BOXING","FOOTBALL",,"VIDEO GAMES","GOING TO THE MOVIES","EXERCISING","KAH",1,1,1,1,0,1,0,,,1,1,1,1,0,1,1,1,1,0,,,,,,1,1,1,1,1,1,2,2,1,1,1,1,0,,,,,,,,11/15/2006
"SW","SW20431",12,"RUNNING","BASKETBALL","FOOTBALL","VIDEO GAMES","HANG OUT WITH FRIENDS","CHORUS AT SCHOOL","DBM",1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,0,1,1,1,1,0,,3,2,0,1,0,1,1,2,0,1,9,1,2,,3/15/2001
"SW","SW20431",18,"FOOTBALL","BASEBALL","SOCCER","GUITAR",,,"KAH",1,1,2,1,1,0,1,1,1,1,2,1,0,,,,,,0,,,,,,1,1,1,1,0,,3,1,1,2,0,2,1,3,3,2,3,0,9,,12/15/2006
"SW","SW20443",12,"SWIMMING","BIKE RIDING","BASKETBALL","READING","SKATING","TRAVELING","JDM",1,0,1,1,2,2,1,1,0,1,2,2,1,0,2,1,2,2,1,1,1,1,1,2,1,2,1,0,1,1,2,1,1,1,0,1,1,3,3,2,1,9,,,10/15/2000
"SW","SW20443",18,,,,"DANCING","SHOPPING",,"ZRP",0,,,,,,,,,1,2,2,1,1,2,0,,,0,,,,,,1,2,0,,,,2,2,1,1,0,1,1,2,9,9,3,3,9,,4/15/2007
"SW","SW20455",12,"BASKETBALL","FOOTBALL",,"POKEMON CARDS",,,"RMR",1,2,2,1,1,1,0,,,1,2,1,0,,,,,,0,,,,,,0,,,,,,3,1,9,1,1,2,1,3,2,2,3,9,,,2/15/2000
"SW","SW20464",12,"BASKETBALL","TRACK","FOOTBALL","READING BOOKS",,,"ASL",1,1,1,1,2,2,1,1,2,1,2,2,0,,,,,,0,,,,,,0,,,,,,2,1,2,2,2,1,1,2,2,2,2,2,2,9,10/15/2000
"SW","SW20464",18,"SWIMMING",,,"READING",,,"KAH",1,1,2,0,,,,,,1,2,1,0,,,,,,1,1,1,1,0,,1,1,1,1,1,1,3,2,1,2,1,2,1,2,2,2,2,9,,,7/15/2007
"SW","SW20470",12,"VOLLEYBALL",,,"DRAWING",,,"CLL",1,0,1,0,,,,,,1,2,1,0,,,,,,0,,,,,,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,3,2,2,9,,7/15/2001
"SW","SW20488",18,"DANCING",,,"PLAYING WII",,,"ZRP",1,0,1,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,2,0,,,,2,2,1,2,1,2,1,9,2,9,9,2,9,,5/15/2008
"SW","SW20492",12,"FOOTBALL","BASKETBALL","SOCCER","MAGIC CARD GAME",,,"MHL",1,1,1,1,1,1,1,0,1,1,2,1,0,,,,,,0,,,,,,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,9,,,4/15/2000
"SW","SW20500",18,,,,"HAIR STYLING","COMPUTERS",,"MAG",0,,,,,,,,,1,2,2,1,1,2,0,,,0,,,,,,0,,,,,,2,1,2,2,2,2,1,3,3,2,2,9,,,2/15/2007
"SW","SW20513",18,"SKATEBOARDING","BASKETBALL",,"WATCHING MOVIES",,,"ZRP",1,0,2,1,0,1,0,,,1,2,2,0,,,,,,0,,,,,,1,2,0,,,,2,2,1,1,2,2,0,,,,,,,,3/15/2008
"SW","SW20521",12,"BASKETBALL","FOOTBALL","SOCCER","CRAFTS",,,"ASL",1,2,1,1,2,1,1,1,1,1,1,1,0,,,,,,1,2,1,2,1,2,1,2,1,1,1,2,3,2,2,2,2,2,1,2,3,3,2,9,,,3/15/2001
"SW","SW20549",12,"SOCCER","SOFTBALL","ROLLERBLADING","CRAFTS","DANCING","THEATER","RMR",1,2,2,1,0,1,1,1,2,1,0,1,1,2,2,1,1,1,1,2,1,2,0,,1,1,1,1,1,1,3,1,0,1,1,1,1,2,2,1,2,2,9,,3/15/2000
"SW","SW20554",12,"FOOTBALL","BASKETBALL",,"FISHING","ART, CONSTRUCTION",,"SRK",1,1,2,1,0,1,0,,,1,2,1,1,1,1,0,,,0,,,,,,1,2,1,1,1,1,3,2,2,2,2,1,1,3,2,3,2,,2,,5/15/2001
"SW","SW20565",12,"KICKBALL","BASKETBALL","BASEBALL","MONOPOLY","CHECKERS","BUILDING BLOCKS","JDM",1,2,2,1,2,0,1,2,2,1,2,2,1,2,2,1,2,2,0,,,,,,1,2,1,2,1,2,3,2,2,0,1,1,1,3,3,3,3,9,,,11/15/2000
"SW","SW20576",12,"MOTORCROSS RIDING","RIDING BIKE","SWIMMING","POKEMON CARDS","REMODELING WITH UNCLE",,"JDM",1,0,1,1,2,2,1,2,1,1,0,2,1,0,1,0,,,0,,,,,,1,1,1,1,1,0,3,2,1,0,1,1,1,3,3,0,3,9,,,8/15/2001
"SW","SW20582",12,"VOLLEYBALL",,,"SING",,,"JAS",1,1,1,0,,,,,,1,1,1,0,,,,,,1,2,0,,,,1,0,1,1,0,,3,0,2,1,2,2,1,3,2,2,2,9,,,9/15/2000
"SW","SW20582",18,"TENNIS","SWIMMING","DANCING","READING","WRITING",,"KAH",1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,0,,,1,1,1,1,0,,1,1,1,2,1,1,2,1,1,2,2,2,1,3,9,9,2,2,0,,8/15/2007
"SW","SW20598",12,"BASKETBALL","FLAG FOOTBALL","VOLLEYBALL","PLAY STATION","READING",,"FF",1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,0,,,1,1,0,,,,1,1,1,1,0,,3,1,1,2,2,2,1,2,2,2,2,9,,,2/15/2001
"SW","SW20598",18,,,,"SHOPPING",,,"LCS",0,,,,,,,,,1,1,2,0,,,,,,0,,,,,,1,2,0,,,,3,2,1,1,1,2,1,2,2,3,,,,,5/15/2007
"SW","SW20614",12,"SWIMMING","SOCCER","TRACK (RUNNING)","PLAYING CARDS (REGULAR DECK)","READING",,"MHL",1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,0,,,0,,,,,,1,1,1,1,1,1,3,0,2,1,2,2,1,3,2,3,3,9,,,2/15/2001
"SW","SW20614",18,"SWIMMING","BASKETBALL",,,,,"KAH",1,1,1,1,0,1,0,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,3,2,1,1,1,2,0,,,,,,,,6/15/2007
"SW","SW20622",12,"BASEBALL","DODGE BALL","BASKETBALL","PLAYING VIDEO GAMES","PLAY HIDE AND GO SEEK","READING GAME MAGAZINES","JDM",1,2,1,1,1,2,1,1,0,1,2,2,1,1,1,1,2,2,0,,,,,,0,,,,,,2,1,9,1,2,1,1,3,2,2,2,3,9,,11/15/2000
"SW","SW20622",18,"SPARING  KARATE","BIKING",,"PLAYING VIDEO GAMES","READING",,"LCS",1,1,2,1,1,1,0,,,1,2,2,1,1,1,0,,,0,,,,,,1,1,1,1,1,2,3,2,,2,2,1,1,9,9,9,9,2,,,4/15/2007
"SW","SW20636",12,,,,"PUZZLES","BOOKS","PLAY STATION","ASL",0,,,,,,,,,1,2,2,1,2,2,1,2,2,0,,,,,,0,,,,,,2,2,2,1,2,2,1,,,3,9,3,9,,2/15/2001
"SW","SW20636",18,"SWING DANCING",,,"SEWING","READING","PLAYING VIDEO GAMES","ZRP",1,0,1,0,,,,,,1,1,2,1,0,0,1,1,1,0,,,,,,1,2,1,1,1,1,2,1,1,1,1,1,0,,,,,,,,1/15/2009
"SW","SW20650",12,"BASKETBALL","FOOTBALL","BASEBALL","CRAFTS","SKATING",,"ASL",1,2,2,1,1,2,1,0,1,1,2,2,1,2,2,0,,,0,,,,,,1,1,1,1,1,0,2,0,1,2,2,0,1,2,2,3,0,9,,,6/15/2001
"SW","SW20650",18,"BASKETBALL","FOOTBALL",,"PLAYING CARDS",,,"KAH",1,0,1,1,0,2,0,,,1,2,2,0,,,,,,0,,,,,,0,,,,,,3,0,1,0,1,2,0,,,,,,,,1/15/2007
"SW","SW20669",12,"FOOTBALL","BASEBALL","KICKBALL","DRAWING","SKATE BOARDING",,"ASL",1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,0,,,1,2,0,,,,1,1,1,1,1,1,3,2,2,1,2,1,1,2,2,3,2,9,,,1/15/2002
"SW","SW20669",18,"FOOTBALL","BASKETBALL",,"WRITE","PLAY VIDEO GAMES","RUNNING","MAG",1,1,1,1,2,1,0,,,1,2,1,1,1,2,1,1,1,1,1,0,,,,1,1,1,1,0,,2,2,2,1,2,2,1,1,2,1,2,9,,,9/15/2007
"SW","SW20697",12,"SKATING","BIKE RIDING",,"PLAYING CARDS","READING BOOKS","CRAFTS","SRK",1,2,2,1,1,1,0,,,1,2,2,1,2,2,1,1,1,0,,,,,,1,1,1,1,0,,2,2,1,1,1,2,1,2,2,3,2,,,,9/15/2000
"SW","SW20697",18,"BASKETBALL","SWIMMING",,"WRITING","BEING ON THE INTERNET",,"ZRP",1,0,1,1,1,1,0,,,1,1,1,1,2,2,0,,,0,,,,,,0,,,,,,2,2,2,0,,2,0,,,,,,,,8/15/2008
"SW","SW20708",12,"SOFTBALL","HORSEBACK RIDING","SWIMMMING","PLAYS AN INSTRUMENT (CELLO)","READING","LISTENING TO MUSIC","JDM",1,0,1,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,0,,,,,,1,0,1,1,1,1,0,0,1,1,1,1,0,,,,,,,,8/15/2000
"SW","SW20708",18,"EXERCISING",,,"READING","WATCH MOVIES",,"ZRP",1,1,1,0,,,,,,1,2,2,1,0,0,0,,,0,,,,,,1,1,1,1,1,1,2,0,1,1,1,2,0,,,,,,,,2/15/2008
"SW","SW20716",12,"HORSEBACK RIDING","SWIMMING","SKATING","READING","SHOPPING","PAINTING","JDM",1,2,1,1,0,1,1,1,1,1,2,2,1,2,1,1,0,0,0,,,,,,1,0,1,1,1,1,1,1,0,1,1,0,0,,,,,,,,8/15/2000
"SW","SW20716",18,"SWIMMING",,,"READING","PLAYING POKER",,"KAH",1,0,1,0,,,,,,1,2,2,1,0,1,0,,,0,,,,,,1,2,1,1,1,1,0,0,1,1,1,1,0,,,,,,,,5/15/2008
"SW","SW20729",12,"FOOTBALL","BASEBALL","KICK BALL","CARDS","COLLECT STICKERS",,"ASL",1,0,1,1,1,1,1,0,1,1,2,2,1,2,1,0,,,0,,,,,,1,1,1,2,1,0,2,0,1,2,1,1,1,2,2,3,0,2,2,9,4/15/2001
"SW","SW20729",18,"CHEERLEADING",,,"READING","PLAYING CARDS",,"ZRP",1,1,1,0,,,,,,1,2,2,1,1,2,0,,,0,,,,,,1,2,0,,,,3,1,1,2,0,2,1,9,9,9,9,3,9,,5/15/2007
"SW","SW20734",12,"BASKETBALL","FOOTBALL",,"COMPUTER GAMES","LEGO",,"FFF",1,0,1,1,0,2,0,,,1,2,1,1,1,2,0,,,0,,,,,,1,1,1,2,1,0,2,1,0,1,2,1,1,9,9,1,3,9,,,2/15/2001
"SW","SW20741",12,"BASKETBALL","BASEBALL","TENNIS","CARDS","DRAWING AND COLORING",,"ASL",1,0,2,1,0,1,1,0,2,1,1,2,1,2,2,0,,,1,2,1,2,0,,1,1,1,2,1,2,3,0,2,2,2,2,1,3,2,3,2,3,9,,5/15/2001
"SW","SW20741",18,"BASKETBALL","RUNNING TRACK",,"BRAIDING HAIR","DANCING","SINGING","ZRP",1,1,1,1,2,2,0,,,1,1,2,1,2,2,1,2,2,1,1,1,1,0,,1,1,1,2,1,2,3,0,1,1,2,2,0,,,,,,,,7/15/2007
"SW","SW20757",12,"BASKETBALL","TEATHER BALL","TENNIS","DRAWING",,,"ASL",1,1,2,1,2,2,1,0,1,1,2,2,0,,,,,,1,2,0,,,,1,2,1,2,1,2,3,0,1,2,2,2,1,3,9,2,9,2,3,9,5/15/2001
"SW","SW20757",18,"BASKETBALL","TRACK","DANCING","PLAYING CARDS","VIDEO GAMES","WRITING","KAH",1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,0,,,,,,1,2,1,2,1,1,2,1,2,2,2,2,0,,,,,,,,7/15/2007
"SW","SW20762",12,"SOFTBALL",,,"SINGING",,,"KNW",1,2,2,0,,,,,,1,2,2,0,,,,,,1,1,1,1,0,,1,1,1,1,0,,2,1,1,2,1,0,1,1,2,2,2,2,,,6/15/2002
"SW","SW20762",18,"SOFTBALL","VOLLEYBALL",,"SINGING",,,"KAH",1,2,1,1,1,1,0,,,1,2,1,0,,,,,,0,,,,,,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,9,,11/15/2007
"SW","SW20773",12,"HOCKEY","FOOTBALL","BASKETBALL","SKATEBOARDING","PLAYING VIDEO GAMES","READING","JDM",1,2,1,1,1,2,1,2,2,1,0,1,1,1,2,1,2,2,1,2,1,1,0,,1,2,1,1,1,1,3,2,1,2,2,2,1,3,3,2,3,9,,,3/15/2001
"SW","SW20773",18,"TENNIS","BASKETBALL","FOOTBALL","PUTTING SOUND SYSTEMS TOGETHER","TRAINING MY DOG QUALITY TIME",,"ZRP",1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,0,,,1,2,0,,,,1,2,1,2,0,,3,1,2,2,2,1,1,1,3,9,3,3,9,,12/15/2006
"SW","SW20785",12,"SWIMMING","BASKETBALL",,"CRAFTS",,,"KNW",1,1,2,1,0,1,0,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,1,3,0,1,1,1,0,1,3,3,3,3,,,,9/15/2001
"SW","SW20790",12,"SOFTBALL","VOLLEYBALL","BASKETBALL","READING","COLLECT ROCKS","SKATING","JDM",1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,0,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,9,3,9,,10/15/2000
"SW","SW20790",18,"SOFTBALL","DANCE  CHEER STEPPING",,"SINGING","COOKING","READING","KAH",1,0,1,1,2,2,0,,,1,2,2,1,2,2,1,2,2,1,2,0,,,,1,1,1,2,1,1,1,2,2,1,2,2,0,,,,,,,,2/15/2007
"SW","SW20805",12,"SKATEBOARDING","FOOTBALL","WALLBALL","BUILD MODEL CARS",,,"JDM",1,1,1,1,0,1,1,2,2,1,0,1,0,,,,,,0,,,,,,1,2,1,2,0,,3,1,2,2,2,1,1,2,1,2,2,9,,,5/15/2000
"SW","SW20818",12,"BASEBALL","BASKETBALL","FLAG FOOTBALL","READ BOOKS","COLLECTING BASEBALL CARDS","DRAWING","JAS",1,1,1,1,2,1,1,0,1,1,2,2,1,0,1,1,2,2,1,0,1,1,0,,1,0,1,1,1,1,3,1,2,0,0,1,1,3,3,3,3,2,9,,4/15/2000
"SW","SW20818",18,"BASEBALL","BASKETBALL","FOOTBALL","WRITING POEMS","READING","EXERCISING","KAH",1,0,2,1,1,1,1,0,1,1,1,2,1,2,2,1,1,1,1,0,0,,,,1,2,1,2,0,,2,0,9,2,1,2,1,9,9,9,9,3,,,6/15/2006
"SW","SW20826",12,"BASKETBALL","SOCCER","SWIMMING","DRAWING",,,"JAS",1,1,0,1,0,1,1,1,2,1,1,1,0,,,,,,1,2,0,,,,0,,,,,,1,1,0,2,1,2,1,2,0,3,2,9,,,6/15/2000
"SW","SW20826",18,"BASKETBALL","VOLLEYBALL","BASEBALL","SWIMMING",,,"ZRP",1,0,2,1,0,2,1,0,1,1,1,2,0,,,,,,0,,,,,,1,2,1,2,0,,2,1,1,1,2,2,0,,,,,,,,12/15/2006
"SW","SW20832",12,"FOOTBALL","BASEBALL",,"PLAYSTATION","PLAYING PIANO","ROLLERBLADING","JDM",1,2,1,1,2,2,0,,,1,2,1,1,2,2,1,2,2,0,,,,,,0,,,,,,3,0,9,2,,2,1,2,2,1,2,9,,,5/15/2001
"SW","SW20844",12,"FOOTBALL","BASKETBALL",,"DOING MATH","READ",,"JDM",1,2,1,1,0,0,0,,,1,1,1,1,1,1,0,,,1,2,0,,,,1,1,1,2,0,,3,2,0,1,1,2,1,0,0,2,2,3,9,,3/15/2000
"SW","SW20859",12,"FOOTBALL","SOCCER","BASEBALL","RIDING BIKE","WORKING ON THE COMPUTER","ONE ON ONE RACING","FFF",1,2,2,1,1,1,1,2,1,1,2,1,1,1,0,1,2,2,0,,,,,,1,2,1,2,1,1,3,2,1,1,2,2,1,3,2,3,2,9,,,7/15/2001
"SW","SW20859",18,"FOOTBALL","SOCCER","BADMITTIN","EATING","CLEAN",,"LCS",1,0,2,1,0,1,1,0,1,1,2,2,1,2,2,0,,,0,,,,,,1,1,0,,,,3,0,1,2,1,2,0,,,,,,,,7/15/2007
"SW","SW20860",12,"VOLLYBALL","HOCKEY","BASKETBALL","DANCING AND SINGING","DRAWING","ROLLERBLADING","JDM",1,1,1,1,0,0,1,1,1,1,2,2,1,1,1,1,1,1,0,,,,,,1,2,1,1,1,1,3,1,2,2,1,1,1,3,2,3,2,9,,,9/15/2000
"SW","SW20860",18,"RUNNING","CHEER","TRACK","DANCE","SINGING",,"MAG",1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,0,,,0,,,,,,1,2,1,2,1,2,3,2,2,2,2,2,1,3,9,2,9,3,3,,5/15/2007
"SW","SW20887",18,"BASKETBALL","DANCING",,"SINGING",,,"KAH",1,0,1,1,2,2,0,,,1,2,1,0,,,,,,1,1,0,,,,1,2,1,2,1,1,2,2,2,2,1,2,1,9,9,2,3,2,3,9,11/15/2007
