"center","id","YNEA1","YNEA2","YNEA3","YNEA4","YNEA5","YNEA6","YNEA7","YNEA8","YNEA9","YNEA10","YNEA11","YNEA12","YNEA13","YNEA14","YNEA15","YNEA16","YNEA17","YNEA18","YNEA19","YNEA20","YNEA21","visit"
"EA","EA41394","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","2","2",18
"EA","EA41419","3","3","3","3","0","0","3","3","3","3","0","0","0","2","3","3","3","0","3","3","3",18
"EA","EA41431","3","3","3","1","1","1","3","3","3","3","0","0","0","3","3","3","2","0","3","3","2",18
"EA","EA41443","3","3","3","0","0","0","3","2","3","3","0","0","0","3","3","3","3","0","3","0","0",18
"EA","EA41455","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","0","0",18
"EA","EA43011","2","2","2","1","0","0","2","2","3","3","0","0","0","3","3","3","3","0","2","2","3",18
"EA","EA43024","3","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"EA","EA43039","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA43052","2","3","3","0","0","0","3","2","3","3","0","0","0","3","3","2","2","0","2","3","2",18
"EA","EA43067","2","2","2","2","0","0","3","3","3","3","0","0","0","3","3","3","3","1","2","3","3",18
"EA","EA43078","0","0","0","2","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1",18
"EA","EA43095","2","2","2","1","0","0","3","3","3","3","0","0","0","3","2","2","2","0","2","3","3",18
"EA","EA43138","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"EA","EA43145","2","2","3","2","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","0","3",18
"EA","EA43153","3","2","3","0","0","0","3","2","2","3","0","0","0","2","2","2","2","0","3","3","2",18
"EA","EA43166","1","1","2","1","1","1","1","1","2","1","0","0","0","1","1","1","1","0","1","0","2",18
"EA","EA43177","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA43181","2","2","2","0","0","0","3","3","3","2","0","0","0","3","3","2","2","0","2","0","2",18
"EA","EA43206","2","2","2","0","0","0","2","2","2","2","0","0","0","2","3","3","3","0","2","3","2",18
"EA","EA43231","2","2","2","0","0","0","0","0","2","1","0","0","0","2","2","1","0","0","2","3","2",18
"EA","EA43255","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"EA","EA43270","2","2","2","1","0","0","2","1","2","2","0","0","0","2","2","1","2","0","2","3","3",18
"EA","EA43292","0","1","2","1","0","0","3","3","2","2","3","0","0","1","2","2","2","0","3","3","2",18
"EA","EA43334","2","3","2","0","0","0","3","3","3","3","0","0","0","3","3","3","2","0","3","3","3",18
"EA","EA43357","3","3","3","0","0","0","3","3","3","3","2","1","0","2","3","3","2","0","2","2","3",18
"EA","EA43373","2","2","2","1","1","1","2","2","2","2","0","0","0","1","2","2","1","0","3","3","3",18
"EA","EA43390",,,,,,,,,,,,,,,,,,,,,"2",18
"EA","EA43426","2","3","2","0","0","0","3","3","3","2","0","0","0","2","2","2","3","0","2","3","3",18
"EA","EA43459","3","3","2","0","0","1","3","2","2","3","0","0","0","2","2","2","2","0","2","3","3",18
"EA","EA43548","0","1","0","2","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","3","2",18
"EA","EA43550","1","2","2","0","0","0","3","3","3","3","0","0","0","2","3","3","2","0","3","3","2",18
"EA","EA43583","3","3","3","0","0","0","3","3","2","3","0","0","0","2","2","3","2","0","2","3","3",18
"EA","EA43602","2","2","2","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","0","0","2",18
"EA","EA43623","0","0","2","2","0","3","2","0","1","2","1","1","1","1","2","1","1","1","1","2","2",18
"EA","EA43635","2","3","2","0","0","0","3","3","2","3","0","0","2","3","3","3","2","0","2","2","2",18
"EA","EA43651","2","3","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"EA","EA43684","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA43707","2","3","2","0","0","0","3","3","3","3","0","0","0","2","3","3","3","0","2","3","3",18
"EA","EA43715","3","2","3","0","0","0","3","2","2","3","1","0","0","2","2","2","2","0","2","2","2",18
"EA","EA43742","1","1","2","0","0","0","3","3","2","2","0","0","1","2","2","2","2","0","2","3","3",18
"EA","EA43774","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA43789","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"EA","EA43817","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0",18
"EA","EA43825","2","2","3","0","0","0","3","2","2","3","0","0","0","2","2","2","2","3","2","3","3",18
"EA","EA43840","2","3","1","1","0","0","3","3","3","3","0","0","0","2","2","3","3","0","2","0","0",18
"EA","EA43858","3","3","3","0","0","0","3","3","3","3","0","0","0","0","3","3","3","0","3","3","3",18
"EA","EA43861","0","2","2","1","0","0","2","2","2","2","0","0","0","0","0","2","1","0","2","2","1",18
"EA","EA43886","3","3","3","1","0","1","3","3","3","2","0","0","0","2","3","3","3","0","2","3","3",18
"EA","EA43913","2","2","2","1","0","0","3","2","3","3","0","0","0","2","3","3","2","0","3","3","3",18
"EA","EA43921","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA43937","2","3","3","1","0","0","3","2","2","2","1","0","0","2","2","3","2","1","3","3","2",18
"EA","EA43965","3","2","2","0","0","1","3","3","3","2","2","2","1","3","3","3","3","0","2","3","3",18
"EA","EA43982","3","3","2","1","0","0","3","3","3","2","0","0","0","2","3","2","2","0","3","2","2",18
"EA","EA43998","2","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","2",18
"EA","EA44017","2","2","2","1","0","1","2","1","2","2","1","1","1","2","2","2","2","0","2","2","2",18
"EA","EA44025","3","2","3","0","0","2","3","3","3","3","2","2","0","2","3","3","3","0","2","3","2",18
"EA","EA44033","2","2","2","0","0","0","3","2","3","3","0","0","0","3","2","3","2","0","2","3","3",18
"EA","EA44040","2","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA44058","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","1","2","0","3","3","3",18
"EA","EA44072","3","2","2","0","0","0","3","3","3","2","0","0","0","3","3","3","3","0","2","0","0",18
"EA","EA44086","2","2","2","0","0","0","3","3","2","2","0","0","0","2","3","2","3","0","2","2","2",18
"EA","EA44094","2","0","3","0","0","0","3","3","3","3","2","3","0","1","0","1","0","0","1","1","2",18
"EA","EA44126","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","2","2",18
"EA","EA44144","2","2","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA44160","2","2","2","2","0","0","3","2","2","2","0","0","0","2","3","2","1","0","2","3","3",18
"EA","EA44171","1","2","1","1","0","0","3","2","2","2","0","0","0","3","3","3","2","1","2","2","2",18
"EA","EA44200","3","3","2","2","2","0","2","2","2","2","1","1","1","2","2","2","2","2","2","0","1",18
"EA","EA44213","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","2",18
"EA","EA44221","2","2","2","0","0","0","3","3","2","2","0","0","0","2","2","3","3","0","2","2","2",18
"EA","EA44249","2","2","2","1","1","1","2","2","2","2","1","1","1","1","1","2","1","1","1","3","2",18
"EA","EA44254","2","2","0","1","1","1","1","1","1","2",,,"1","2","3","3","1","0","2","2","2",18
"EA","EA44265","2","1","1","2","0","0","1","1","1","1","1","1","1","2","2","1","2","1","2","3","3",18
"EA","EA44298","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA44302","3","2","3","0","0","0","3","3","2","2","0","0","0","2","2","3","2","0","2","2","2",18
"EA","EA44310","2","2","1","1","0","0","2","1","1","1","0","0","0","2","2","2","2","1","2","3","2",18
"EA","EA44351","3","3","2","0","0","0","3","3","2","3","0","0","0","1","2","2","3","0","2","3","3",18
"EA","EA44368","2","2","1","1","1","1","3","2","2","2","1","1","1","2","3","2","2","1","2","2","2",18
"EA","EA44379","2","2","2","1","0","0","2","2","2","2","2","1","0","2","2","2","2","1","2","2","2",18
"EA","EA44396","2","2","2","0","0","0","2","2","2","2","0","0","0","3","2","3","3","0","2","2","2",18
"EA","EA44453","3","2","3","0","0","0","3","2","2","1","0","0","0","3","3","3","2","0","2","2","3",18
"EA","EA44481","2","3","1","2","1","1","3","2","2","2","0","0","1","1","2","1","1","1","2","2","3",18
"EA","EA44515","2","2","2","1","0","0","3","3","3","2","0","0","1","2","2","3","3","1","2","3","3",18
"EA","EA45034","3","2","2","0","0","0","3","2","2","2","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA45041","2","2","2","0","0","0","3","2","3","3","0","0","0","2","3","3","2","0","3","3","3",18
"EA","EA45057","3","3","3","1","1","1","3","3","3","3","0","0","0","2","2","2","3","0","3","2","2",18
"EA","EA45062","2","2","2","0","0","0","2","2","2","2","0","0","0","3","2","3","2","0","2","3","3",18
"EA","EA45085","2","3","3","0","0","0","3","3","3","3","0","0","0","2","3","3","3","0","3","3","3",18
"EA","EA45158","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA45172","2","2","1","1","1","1","2","2","2","1","1","1","1","2","2","2","2","1","1","2","2",18
"EA","EA45194","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","0","0",18
"EA","EA45201","2","2","2","1","1","1","3","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"EA","EA45236","3","3","3","1","0","0","3","2","3","3","0","0","1","3","3","3","3","2","3","3","3",18
"EA","EA45248","3","2","2","1","0","0","3","1","2","2","0","0","0","3","2","3","2","0","2","3","3",18
"EA","EA45275","2","2","3","0","0","0","3","3","2","2","0","0","0","2","3","3","3","0","3","3","2",18
"EA","EA45283","2","3","2","1","0","0","3","1","2","2","1","1","1","2","2","2","2","2","1","3","2",18
"EA","EA45303","2","2","2","1","0","1","2","2","2","2","0","0","1","2","2","2","2","1","2","2","3",18
"EA","EA45311","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"EA","EA45324","2","2","2","0","0","0","3","3","2","3","1","0","0","2","2","3","2","0","2","3","3",18
"EA","EA45346","3","2","2","2","2","1","2","2","2","2","0","0","0","2","2","2","2","0","2","2","2",18
"EA","EA45352","1","1","1","1","0","0",,"1","1","1","1","1","1","1","1","1","1","1","1","2","2",18
"EA","EA45367","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","3","1","2","2","2",18
"EA","EA45395","3","3","2","0","0","0","3","2","2","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA45400","1","1","1","2","0","0","2","0","1","2","1","1","1","2","1","3","2","0","1","3","2",18
"EA","EA45437","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18
"EA","EA45454","2","3","2","0","0","0","3","2","2","2","0","0","0","2","3","3","2","0","3","3","2",18
"EA","EA45476","3","3","3","0","0","0","3","2","2","2","0","0","0","2","2","3","2","0","3","2","3",18
"EA","EA45498","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"EA","EA45506","1","2","2","1","0","0","2","2","2","2","1","0","0","2","2","2","2","0","2","3","3",18
"EA","EA45527","1","2","0","1","1","1","2","2","2","2","1","1","1","1","2","2","2","1","2","2","2",18
"EA","EA45531","2","2","2","1","1","1","2","2","2","2","1","1","1","2","3","3","2","1","2","2","2",18
"EA","EA45555","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",18
"EA","EA45570","2","2","2","0","0","0","2","2","2","2","1","1","1","2","2","2","2","0","2","2","2",18
"EA","EA45588","2","2","2","0","0","0","3","3","2","2","0","0","0","0","0","3","3","0","2","3","3",18
"EA","EA45592","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"EA","EA45628","2","2","2","0","0","0","3","2","2","2","0","0","0","2","3","2","2","0","2","3","2",18
"EA","EA45630","2","2","2","1","0","0","3","2","2","2","1","1","2","2","2","2","2","1","2","2","1",18
"EA","EA45642","1","0","0","3","0","1","1","1","1","1","0","1","0","1","2","1","0","0","2","1","1",18
"EA","EA45663","2","2","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA45674","3","3","3","1","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA45702","2","2","2","1","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA45735","2","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"EA","EA45747","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","0","0",18
"EA","EA45751","1","2","1","1","0","0","2","1","1","1","0","1","2","2","2","2","2","1","1","2","2",18
"EA","EA45768","2","2","2","1","1","1","3","3","3","3","1","1","1","3","3","3","3","1","3","3","3",18
"EA","EA45796","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","2","0","0","0","1",18
"EA","EA45812","3","2","2","0","0","0","2","2","2","2","0","0","1","2","2","1","2","0","2","1","2",18
"EA","EA45845","3","2","2","0","0","0","3","3","3","2","0","0","0","2","2","2","2","0","3","3","3",18
"EA","EA45866","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","0","0","2",18
"EA","EA45899","1","2","2","1","0","1","3","1","2","2","0","0","0","2","2","2","2","1","2","2","2",18
"EA","EA45918","3","3","3","1","1","1","2","0","3","3","1","1","1","3","3","3","3","1","3","1","0",18
"EA","EA45944","2","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00013","2","2","2","1","0","0","3","1","2","2","1","1","1","2","1","1","2","1","2","2","2",18
"MW","MW00150","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW00175","2","2","2","0","0","0","3","3","3","3","0","0","0","2","3","3","3","0","2","3","2",18
"MW","MW00183","2","2","2","1","0","0","3","2","2","2","0","0","1","2","2","2","2","0","3","3","2",18
"MW","MW00197","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","0","2","2","2",18
"MW","MW00217","2","2","2","2","0","0","3","1","2","3","0","0","0","2","2","2","2","0","3","3","3",18
"MW","MW00225","2","1","2","2","1","2","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW00258","3","3","2","0","0","0","3","3","3","3","0","0","0",,"3","3","3","0","3","3","3",18
"MW","MW00272","2","1","3","2","1","2","2","1","1","2","0","0","0","3","2","2","2","0","2","2","1",18
"MW","MW00286","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00306","2","2","2","1","1","1","2","2","2","2","0","0","0","2","2","2","2","0","2","2","2",18
"MW","MW00319","3","3","3","1","0","0","3","3","3","3","0","0","2","3","2","2","0","2","2","2","2",18
"MW","MW00327","3","2","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","2","3","3",18
"MW","MW00331","3","3","2","0","0","0","3","2","2","2","0","0","0","2","3","3","3","0","3","3","3",18
"MW","MW00355","3","3","2","0","0","0","3","3","3","2","0","0","0","2","2","2","1","0","2","3","3",18
"MW","MW00364","1","1","1","1","0","1","2","1","1","1","2","1","0","2","2","3","1","0","1","3","3",18
"MW","MW00392","2","2","2","1","1","1","3","2","2","2","0","0","1","2","2","1","2","1","2","1","1",18
"MW","MW00408","3","3","2","0","0","0","3","3","3","3","0","0","0","3","2","3","3","0","3","3","3",18
"MW","MW00416","3","3","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00429","2","2","2","1","1","1","3","3","3","2","0","0","1","2","2","2","2","1","2","2","2",18
"MW","MW00441","0","0","0","3","3","2","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0",18
"MW","MW00457","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00462","1","2","1","1","0","0","3","2","2","2","0","0","0","1","2","3","2","0","2","3","3",18
"MW","MW00473","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2",18
"MW","MW00485","3","3","3","1","0","0","3","2","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00539","2","2","2","1","0","0","3","2","3","2","0","0","0","2","2","3","2","0","3","0","0",18
"MW","MW00546","2","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00552","2","3","3","0","0","0","3","3","2","3","0","0","0","0","3","2","2","0","2","0","0",18
"MW","MW00567","0","1","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00578","2","2","2","0","0","0","3","3","3","3","0","0","0","2","2","3","3","0","2","3","2",18
"MW","MW00580","1","2","2","1","0","0","3","3","3","3","0","2","0","3","3","3","3","1","2","2","2",18
"MW","MW00595","3","2","2","0","0","0","3","2","2","2","0","0","0","3","3","2","3","0","3","3","3",18
"MW","MW00604","3","2","2","1","0","0","3","2","2","2","3","0","0","2","3","3","2","0","3","3","3",18
"MW","MW00612","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00638","1","2","2","0","0","0","3","1","2","2","0","0","0","3","3","2","3","0","0","3","3",18
"MW","MW00645","2","2","2","2","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","2","2",18
"MW","MW00653","3","3","3","0","0","0","1","1","3","2","0","0","0","0","3","3","3","3","3","0","0",18
"MW","MW00677","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","2","3","2",18
"MW","MW00699","2","0","3","0","1","1","0","3","3","1","0","2","1","3","2","1","0","0","3","1","1",18
"MW","MW00718","1","2","2","0","0","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW00726","2","2","2","0","0","0","3","3","3","3","0","0","0","2","2","3","3","0","2","2","2",18
"MW","MW00771","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00828","1","1","2","1","1","1","2","1","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW00830","1","2","2","1","3","1","1","2","2","3","1","0","1","2","2","2","2","1","3","3","1",18
"MW","MW00856","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00863","3","2","2","1","0","0","1","2","2","3","0","0","0","3","3","0","3","0","2","2","2",18
"MW","MW00874","2","1","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW00889","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18
"MW","MW00891","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW00947","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00951","2","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW00968","3","3","3","1","0","0","3","2","2","2","0","0","0","2","2","2","2","0","3","3","3",18
"MW","MW01017","2","3","3","0","0","0","3","3","3","3","0","0","0","2","2","2","2","0","2","2","2",18
"MW","MW01033","2","0","1","2","0","0","2","1","2","1","2","0","0","1","1","2","0","0","1","1","2",18
"MW","MW01086","2","2","2","1","0","0","3","2","2","2","0","0","0","3","2","2","2","0","2","3","2",18
"MW","MW01094","2","2","2","0","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW01118","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2",18
"MW","MW01160","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW01171","2","2","2","1","0","0","2","2","2","2","0","0","1",,"2","2","2","0","2","3","3",18
"MW","MW01193","0","0","1","1","1","1","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2",18
"MW","MW01200","2","2","2","0","0","0","3","3","3","2","0","0","0","2","3","2","3","0","3","3","3",18
"MW","MW01249","2","2","2","1","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW01276","2","2","2","3","0","0","3","3","3","3","0","0","0","2","3","3","3","0","3","3","3",18
"MW","MW01302","3","3","3","0","0","0","3","3","3","2","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW01323","3","2","3","0","0","0","3","3","3","3","1","1","0","3","3","2","3","0","2","3","3",18
"MW","MW01335","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18
"MW","MW01347","3","3","3","0","0","0","3","3","3","3","0","0","0","0","3","3","3","0","3","3","3",18
"MW","MW01351","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","1","1","2","3","2",18
"MW","MW01368","3","3","3","0","0","0","3","3","3","3","3","0","0","3","3","3","3","0","3","3","3",18
"MW","MW01396","2","2","0","0","0","0","3","1","1","1","1","1","1","1","1","1","1","1","1","2","2",18
"MW","MW01404","2","2","2","0","0","0","3","2","2","2","0","1","0","1","2","1","2","1","2","2","3",18
"MW","MW01420","3","2","2","2","2","2","2","2","2","2","2","1","0","3","3","3","3","0","3","2","3",18
"MW","MW01438","1","2","1","1","0","0","2","1","1","1","1","0","1","2","2","2","1","1","2","2","2",18
"MW","MW01453","2","3","3","0","0","0","3","2","2","2","0","0","0","2","2","1","3","0","2","2","3",18
"MW","MW01528","2","2","2","1","0","1","3","2","1","2","0","0","0","2","2","1","2","0","3","2","2",18
"MW","MW01542","1","1","2","0","0","0","3","1","2","2","0","0","0","0","3","3","2","2","2","3","3",18
"MW","MW01591","2","2","2","1","0","0","3","2","2","2","0","0","0","3","2","2","2","0","2","3","2",18
"MW","MW01608","2","2","2","1","0","0","3","3","3","3","0","0","0","2","2","2","2","0","2","3","3",18
"MW","MW01629","3","3","3","0","0","0","3","3","3","3","0","0","1","3","3","3","3","0","3","3","3",18
"MW","MW01657","1","1","1","1","1","1","2","1","2","2","1","1","1","2","3","2","1","1","2","3","2",18
"MW","MW01673","2","0","2","0","0","0","3","3","2","3","1","0","0","1","2","2","3","1","3","2","2",18
"MW","MW01685","2","2","1","1","1","1","1","1","1","2","0","0","1","1","2","3","2","1","0","3","3",18
"MW","MW01690","2","1","2","0","0","0","3","1","1","2","0","0","1","2","2","1","1","0","2","2","2",18
"MW","MW01701","2","1","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW01769","2","2","2","0","0","0","2","2","2","2","0","1","1","1","2","2","2","1","2","2","2",18
"MW","MW01775","2","2","2","0","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW01824","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","3","3","3","3",18
"MW","MW01839","3","2","3","1","1","1","3","2","2","2","2","2","0","2","2","2","2","2","2","2","1",18
"MW","MW01846","2","2","2","0","0","0","3","3","3","2","1","1","1","2","2","2","2","1","2","3","3",18
"MW","MW01852","3","2","2","1","0","2","3","3","3","3","0","0","0","2","2","2","2","0","2","3","2",18
"MW","MW01895","2","2","2","0","0","0","3","3","3","3","0","0","0","2","3","3","3","0","2","3","2",18
"MW","MW01906","3","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW01927","1","1","1","2","0","0","2","1","0","1","0","0","0","1","2","2","1","0","2","3","3",18
"MW","MW01943","2","2","2","1","0","1","3","2","2","2","0","0","0","2","2","2","2","0","2","2","2",18
"MW","MW01970","2","2","3","0","0","0","3","3","3","3","0","0","0","2","3","2","3","0","3","3","2",18
"MW","MW01988","1","1","2","0","0","0","3","2","2","2","0","0","0","2","2","3","1","0","3","0","0",18
"MW","MW01992","3","3","3","1","1","1","3","2","3","2","1","1","1","2","3","1","2","1","2","2","2",18
"MW","MW02008","3","3","3","1","1","1","3","3","3","3","1","1","1","3","3","3","3","1","3","2","2",18
"MW","MW02016","2","2","2","1","1","1","2","2","2","2","1","1","1","2","1","2","2","2","2","2","1",18
"MW","MW02041","2","2","2","1","0","1","3","2","2","2","1","1","1","2","3","3","2","1","2","2","2",18
"MW","MW02057","3","2","2","1","0","0","3","3","3","2","0","0","0","3","3","3","2","1","2","2","2",18
"MW","MW02090","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","3","3","3","3",18
"MW","MW02117","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW02125","1","2","2","1","0","0","3","2","2","2","0","0","0","1","2","3","2","0","2","3","3",18
"MW","MW02158","2","2","2","0","0","0","3","2","2","2","0","0","0","2","3","2","2","0","0","3","3",18
"MW","MW02161","3","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","2",18
"MW","MW02172","1","1","1","1","0","0","3","2","2","1","0","0","0","2","2","1","2","0","2","0","0",18
"MW","MW02186","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW02222","3","3","3","0","0","0","3","2","3","3","0","0","0","2","3","3","2","0","3","3","3",18
"MW","MW02236","3","0","0","2","1","2","0","2","3","1","2","0","1","0","1","0","1","0","3","1","0",18
"MW","MW02269","3","2","3","0","0","0","0","2","1","2","3","3","0","1","1","2","2","0","3","1","0",18
"MW","MW02275","2","2","2","2","1","2","2","2","3","2","1","0","1","2","2","2","0","0","1","3","2",18
"MW","MW02311","1","2","2","0","0","1","3","3","3","2","0","0","0","2","2","3","3","0","2","3","2",18
"MW","MW02339","2","2","3","1","0","0","3","3","2","3","0","0","0","2","3","2","2","1","2","3","3",18
"MW","MW02367","2","2","2","0","0","0","3","3","3","3","0","0","0","2","2","1","2","1","2","3","3",18
"MW","MW02378","2","2","2","0","0","1","3","2","2","2","0","0","0","2","3","2","2","1","2","3","2",18
"MW","MW02380","2","2","2","1","0","0","3","3","3","3","0","0","0","3","2","3","2","0","3","3","2",18
"MW","MW02400","2","3","3","0","0","0","3","3","3","2","0","0","0","2","3","3","3","0","3","3","0",18
"MW","MW02476","2","2","2","1","1","1","3","2","3","2","1","0","0","2","2","3","2","1","3","3","2",18
"MW","MW02531","2","2","2","0","0","0","2","2","2","2","1","1","1","2","2","1","2","0","2","2","2",18
"MW","MW02543","2","2","2","0","0","0","3","2","2","2","0","0","0","3","3","2","2","0","2","3","3",18
"MW","MW02570","2","2","2","1","1","0","2","2","2","2","1","1","1","1","2","2","2","1","1","2","2",18
"MW","MW02588","2","2","2","1","0","0","3","1","2","2","0","0","1","3","2","1","1","0","1","2","2",18
"MW","MW02592","2","2","2","1","0","0","3","2","2","2","0","0","0","2","3","2","3","0","2","2","2",18
"MW","MW02615","1","1","2","1","0","0","2","1","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"MW","MW02663","1","2","2","1","1","1","2","2","2","2","1","1","1","1","1","2","1","1","2","2","2",18
"MW","MW02674","1","1","1","2","0","0","3","1","2","1","0","0","0","1","3","1","1","0","1","3","3",18
"MW","MW02689","2","2","2","1","0","0","3","2","3","3","0","0","0","2","3","2","2","0","3","3","2",18
"MW","MW02710","2","2","2","3","0","0","3","3","3","3","0","0","0","0","3","2","3","0","3","3","3",18
"MW","MW02723","2","2","2","0","0","0","3","2","2","2","0","0","0","3","3","3","2","0","3","3","3",18
