"center","id","YNEA1","YNEA2","YNEA3","YNEA4","YNEA5","YNEA6","YNEA7","YNEA8","YNEA9","YNEA10","YNEA11","YNEA12","YNEA13","YNEA14","YNEA15","YNEA16","YNEA17","YNEA18","YNEA19","YNEA20","YNEA21","visit"
"MW","MW02735","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW02747","1","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18
"MW","MW02751","3","3","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","0","0",18
"MW","MW02779","3","2","2","0","0","0","3","2","2","2","0","0","0","2","3","3","2","0","3","3","3",18
"MW","MW02784","2","1","1","1","1","1","2","2","2","2","1","0","0","1","3","3","1","0","1","2","2",18
"MW","MW02838","2","2","2","1","1","1","3","2","2","2","1","1","0","1","2","2","2","1","2","2","2",18
"MW","MW02853","0","1","2","1","0","0","3","3","3","3","0","0","0","2","3","3","3","0","3","3","3",18
"MW","MW02881","2","2","1","1","1","1","3","2","2","2","3","3","1","2","2","2","2","1","2","1","3",18
"MW","MW02899","2","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW02926","2","2","2","0","1","1","2","2","2","2","0","0","0","2","2","2","2","2","2","2","2",18
"MW","MW02932","1","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"MW","MW02971","2","2","3","1","1","1","3","3","3","3","1","1","1","2","3","3","3","1","1","2","2",18
"MW","MW03005","2","2","2","1","0","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"MW","MW03026","2","2","2","0","0","0","3","3","2","2","0","0","0","2","3","2","2","0","2","3","3",18
"MW","MW03060","3","3","2","0","0","0","3","3","3","2","0","0","0","3","3","2","3","0","3","3","3",18
"MW","MW03071","2","2","2","0","0","0","3","2","3","3","0","0","0","1","3","3","3","1","3","3","3",18
"MW","MW03204","2","2","2","0","0","0","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"NW","NW30020",,"3","3","0","0","0","3","3","3","3","0","0","0","3",,,,,,"3","3",18
"NW","NW30045","2","0","1","2","1","1","2","2","2","1","1","0","1","1","1","2","1","1","1","2","2",18
"NW","NW30053","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"NW","NW30077","2","3","2","0","0","0","3","2","2","2","0","0","0","2","3","3","3","0","3","3","3",18
"NW","NW30099","2","1","2","2","0","0","3","1","2","3","1","0","0","3","3","2","2","0","2","3","3",18
"NW","NW30113","2","2","2","1","0","1","3","2","2","2","0","1","0","2","3","2","2","1","2","2","2",18
"NW","NW30121","3","3","0","2","1","1","3","3","3","3","2","1","1","2","2","3","2","1","2","3","3",18
"NW","NW30149","2","2","2","0","0","0","3","3","3","3","0","0","0","3","3","2","2","0","3","3","2",18
"NW","NW30154","3","3","3","0","0","0","3","3","3","2","3","0","1","2","3","2","2","0","2","3","3",18
"NW","NW30182","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","0","3",18
"NW","NW30205","2","1","2","1","0","0","3","0","1","2","0","0","0","2","3","0","0","0","2","3","3",18
"NW","NW30218","3","3","3","0","0","0","3","0","0","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW30226","0","2","2","0","0","0","2","2","0","2","0","0","0","0","0","2","0","0","0","2","2",18
"NW","NW30244","2","2","2","1","1","1","2","3","3","2","1","0","0","3","2","3","2","0","2","3","3",18
"NW","NW30259","0","0","1","1","0","0","2","1","1","1","0","0","0","0","1","0","1","0","1","3","3",18
"NW","NW30260","3","3","2","0","0","0","3","3","3","3","0","0","0","3","3","1","3","0","3","1","1",18
"NW","NW30271","2","2","2","2","1","1","3","2","2","3","0","0","0","2","3","3","3","2","3","3","3",18
"NW","NW30287","2","2","2","0","0","0","3","3","3","3","1","0","0","3","3","3","3","0","3","3","3",18
"NW","NW30293","1","2","1","1","2","0","3","1","1","1","1","2","2","2","2","2","2","1","1","1","2",18
"NW","NW30315","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","2","3",18
"NW","NW30328","2","2","2","1","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","2","2",18
"NW","NW30330","2","1","2","1","0","1","2","2","2","2","0","1","0","2","2","2","2","1","2","2","2",18
"NW","NW30356","3","3","3","0","0","2","3","3","3","3","1","1","1","3","3","3","3","1","3","3","2",18
"NW","NW30363","2","2","2","0","0","0","3","2","3","3","0","0","0","2","2","3","2","0","2","3","2",18
"NW","NW30374","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"NW","NW30389","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"NW","NW30391","3","3","3","0","0","0","3","3","3","2","0","0","0","2","3","3","3","0","3","3","3",18
"NW","NW30409","2","0","2","1","0","0","3","1","2","2","0","0","0","0","2","2","2","1","3","2","2",18
"NW","NW30417","2","2","2","1","0","0","3","2","2","2","0","0","0","2","2","3","2","0","3","3","2",18
"NW","NW30425","2","2","1","0","0","0","3","1","2","2","2","0","0","0","1","2","2","0","3","3","3",18
"NW","NW30433","2","1","1","2","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","2","2",18
"NW","NW30486","3","2","3","0","1","2","3","3","3","3","3","2","0","2","2","2","3","0","2","2","1",18
"NW","NW30494","1","2","2","1","0","0","2","2","2","2","0","0","1","2","2","2","2","1","0","2","2",18
"NW","NW30502","0","0","1","1","0","0","3","2","2","1","0","0","0","2","3","3","1","0","2","3","2",18
"NW","NW30523","2","2","2","1","0","0","3","2","2","2","0","0","1","3","2","2","2","1","2","2","2",18
"NW","NW30535","2","2","2","2","2","0","3","2","2","2","0","0","0","2","2","1","1","0","1","3","3",18
"NW","NW30547","1","2","0","2","1","1","3","1","2","2","1","1","1","1","2","1","2","1","1","2","2",18
"NW","NW30551","2","2","2","1","0","0","3","1","2","3","1","0","0","2","2","2","3","0","2","2","2",18
"NW","NW30568","2","1","2","1","1","0","3","1","2","1","0","0","0","2","2","2","1","0","3","3","3",18
"NW","NW30579",,"2",,,,,,,,,,,"0","2","3","3","2","0","3","3","3",18
"NW","NW30584","2","0","1","1","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","2","2",18
"NW","NW30603","1","2","1","1","0","0","3","1","2","2","0","0","0","2","2","3","0","1","2","2","2",18
"NW","NW30611","2","2","2","0","0","0","3","2","2","2","1","1","1","2","2","2","2","1","2","0","0",18
"NW","NW30624","2","2","2","1","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"NW","NW30639","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","1","1","1",18
"NW","NW30646","3","3","3","0","0","0","3","3","3","3","3","0","2","3","3","2","3","0","3","3","3",18
"NW","NW30652","3","3","3","0","0","0","3","3","3","3","0","0","0","2","3","3","3","0","3","3","3",18
"NW","NW30667","3","3","3","1","1","1","3","3","3","3","3","1","0","3","3","3","3","0","3","2","3",18
"NW","NW30678","2","1","2","0","0","0","3","3","3","3","0","0","0","2","2","2","2","0","2","3","3",18
"NW","NW30680","2","2","2","2","0","0","3","3","3","3","0","0","0","2","2","3","2","0","2","3","2",18
"NW","NW30706","2","2","2","0","0","0","3","2","2","2","1","1","0","2","2","2","2","1","2","2","3",18
"NW","NW30719","2","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW30727","2","2","2","1","0","0","3","3","3","2","0","0","1","2","2","3","2","0","2","3","0",18
"NW","NW30743","1","1","1","1","1","1","2","1","2","2","1","0","0","2","3","2","1","0","2","2","2",18
"NW","NW30764","2","2","2","1","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"NW","NW30770","2","2","1","1","0","2","2","1","1","1","1","1","1","2","2","2","1","1","1","3","3",18
"NW","NW30788","0","1","1","1","0","0","1","0","1","1","0","0","0","1","2","0","0","0","1","2","2",18
"NW","NW30808","2","2","3","0","0","0","3","2","2","2","1","0","0","2","2","2","2","0","3","3","3",18
"NW","NW30816","1","2","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW30829","3","2","3","2","2","3","1","2","3","1","2","1","0","1","2","2","2","0","0","1","1",18
"NW","NW30834","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2",18
"NW","NW30873","2","3","2","1","0","0","2","1","2","2","0","0","0","2","3","2","2","1","2","3","2",18
"NW","NW30885","2","3","3","0","0","0","3","3","3","3","0","0","0","2","2","3","3","0","3","3","3",18
"NW","NW30901","3","3","3","0","0","0","3","3","3","2","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW30922","0","0","0","3","0","0","3","3","3","3","0","0","0","2","3","3","3","1","3","3","3",18
"NW","NW30936","2","1","2","1","0","2","2","1","3","2","0","0","0","3","2","3","1","0","1","3","2",18
"NW","NW30950","2","2","2","2","0","0","3","3","3","3","0","0","0","3","3","3","3","0","0","0","0",18
"NW","NW30969","0","0","0","3","0","2","2","2","2","0","0","0","0","0","0","2","1","0","1","2","1",18
"NW","NW30997","2","2","2","0","0","0","3","2","3","2","0","0","0","2","2","2","2","0","3","2","3",18
"NW","NW31005","3","3","3","0","0","0","3","2","3","3","0","0","0","2","3","3","2","0","2","3","2",18
"NW","NW31018","2","3","1","1","0","0","3","2","2","2","2","0","2","3","2","2","2","1","1","3","3",18
"NW","NW31026","0","0","0","1","0","1","3","3","3","3","1","0","1","3","3","3","3","0","3","1","0",18
"NW","NW31032","3","3","3","0","0","1","3","2","3","2","1","1","0","3","3","3","2","0","3","3","3",18
"NW","NW31044","2","2","2","1","0","0","3","2","2","2","0","0","0","3","2","3","2","0","3","3","3",18
"NW","NW31060","2","2","2","1","0","0","2","2","2","2","1","0","0","2","2","2","2","0","2","3","3",18
"NW","NW31071","3","2","3","0","0","0","3","2","2","2","0","0","0","2","3","2","2","0","2","3","3",18
"NW","NW31087","2","2","2","1","0","0","3","3","3","3","0","0","0","2","2","3","3","0","2","3","2",18
"NW","NW31106","1","2","2","0","0","0","3","1","1","1","0","0","0","1","2","0","1","0",,"3","3",18
"NW","NW31119","2","1","2","0","0","0","3","3","3","3","0","0","0","3","3","2","2","0","3","3","3",18
"NW","NW31127","3","3","3","1","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW31131","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18
"NW","NW31143","3","3","3","0","0","2","3","1","3","2","1","0","2","3","2","3","2","2","2","0","2",18
"NW","NW31155","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW31164","1","2","2","1","0","0","2","2","2","2","1","0","1","2","2","2","2","1","2","2","2",18
"NW","NW31170","2","2","2","1","0","0","3","2","2","2","0","0","0","1","3","2","1","2","2","0","0",18
"NW","NW31188","2","2","3","1","0","0","3","2","2","2","0","0","0","2","3","2","1","0","3","3","3",18
"NW","NW31192","1","2","0","0","0","0","2","0","0","0","0","0","1","1","1","1","1","1","1","1","2",18
"NW","NW31212","1","1","1","1","0","0","3","2","1","2","0","0","0","1","2","3","2","1","2","3","3",18
"NW","NW31220","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","2","3","0","3","3","3",18
"NW","NW31245","0","3","3","0","0","0","3","3","3","3","0","0","0","2","3","2","2","0","3","3","3",18
"NW","NW31253","2","3","3","1","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW31277","2","2","2","1","0","0","3","2","2","2","0","0","0","2","3","2","2","0","3","3","2",18
"NW","NW31299","2","2","2","1","0","0","2","2","2","2","0","0","0","2","2","2","2","1","3","3","3",18
"NW","NW31301","2","3","2","1","0","1","2","3","2","2","0","0","0","2","3","2","3","0","2","3","2",18
"NW","NW31322","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW31336","3","2","3","0","0","0","3","2","2","3","0","0","0","2","1","3","2","1","2","2","2",18
"NW","NW31350","2","2","1","2","0","2","3","1","2","2","1","1","2","2","2","2","2","1","1","3","2",18
"NW","NW31369","3","2","2","1","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","0","3",18
"NW","NW31375","0","2","0","0","0","0","3","3","3","3","0","0","0","0","0","0","0","0","3","0","0",18
"NW","NW31397","1","1","1","1","0","0","2","1","2","1","0","0","0","0","3","2","2","0","2","2","2",18
"NW","NW31403","0","0","0","3","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","2","2",18
"NW","NW31424","2","2","0","2","0","0","3","2","2","2","0","1","0","2","2","2","2","0","1","3","2",18
"NW","NW31439","2","1","1","0","0","0","2","2","3","1","1","0","0","2","2","3","3","0","2","3","0",18
"NW","NW31446","3","3","2","2","1",,"2","1","2","2","0","2","0","2",,,,,"2","3","2",18
"NW","NW31467","3","2","2","1","0","1","2","2","2","2","0","0","0","2","2","1","2","1","2","3","2",18
"NW","NW31478","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","0","3","3",18
"NW","NW31480","2","2","2","0","0","0","3","2","3","2","0","0","0","3","3","2","2","1","2","2","2",18
"NW","NW31495","0","0","0","2","0","2","2","1","1","0","0","2","0","2","2","0","1","1","1","2","2",18
"NW","NW32033","0","0","0","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32058","2","3","3","0","0","0","3","3","3","3","1","0","0","3","3","3","3","0","2","3","3",18
"NW","NW32061","2","2","2","2","0","1","2","2","2","2","0","0","0","3","2","2","2","0","3","3","2",18
"NW","NW32072","3","3","3","0","0","0","0","0","2","2","0","0","0","0","3","3","2","0","3","3","3",18
"NW","NW32086","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32094","3","3","3","1","0","0","3","2","2","2","0","0","0","3","3","3","1","0","2","3","3",18
"NW","NW32118","2","3","3","0","0","1","3","3","3","2","0","1","1","3","3","2","3","1","2","2","2",18
"NW","NW32144","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","2","2",18
"NW","NW32160","2","1","2","1","0","0","3","1","1","1","0","0","0","2","2","1","1","0","1","3","2",18
"NW","NW32171","2","2","2","2","0","0","3","2","2","2","2","0","1","3","2","2","1","0","2","3","2",18
"NW","NW32200","2","2","2","1","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"NW","NW32213","1","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32249","2","2","2","2","0","1","2","2","2","1","0","0","0","0","0","2","0","0","2","2","3",18
"NW","NW32265","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","1","3","3","3",18
"NW","NW32276","3","3","3","0","0","0","3","2","3","3","0","0","0","3","3","2","2","0","2","3","3",18
"NW","NW32298","3","3","3","0","0","0","3","3","3","3","3","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32302","3","2","3","0","0","0","3","3","3","3","0","0","0","2","2","3","3","0","3","0","0",18
"NW","NW32335","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32347","2","2","2","1","0","0","3","3","3","3","0","0","0","3","3","3","2","0","2","2","2",18
"NW","NW32368","3","3","3","2","0","1","3","2","2","2","0","2","1","3","3","3","1","1","2","2","2",18
"NW","NW32384","1","2","2","0","0","0","3","2","2","2","0","0","0","2","2","3","3","0","2","3","2",18
"NW","NW32412","3","2","2","1","0","2","3","2","2","2","0","0","0","2","2","2","2","0","2","3","2",18
"NW","NW32438","3","3","3","1","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32445","2","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32453","2","2","2","1","0","1","3","3","3","3","0","0","0","2","2","3","2","0","3","2","2",18
"NW","NW32466","2","1","2","1","0","0","2","0","1","3","0","0","1","2","3","1","1","0","2","3","2",18
"NW","NW32481","2","3","2","1","0","1","3","3","2","2","1","0","0","2","2","2","1","0","1","2","2",18
"NW","NW32507","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","2","2",18
"NW","NW32515","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","1","1","2","2",18
"NW","NW32528","3","2","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","2","2",18
"NW","NW32530","3","3","2","0","0","0","3","3","3","2","0","0","1","2","3","3","3","0","3","3","3",18
"NW","NW32556","2","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","2","2",18
"NW","NW32591","2","2","3","0","0","0","2","2","2","2","0","0","0","2","2","3","2","0","3","3","3",18
"NW","NW32608","3","3","3","0","0","0","3","3","2","2","0","0","0","3","3","1","2","0","2","2","2",18
"NW","NW32629","2","2","2","1","0","1","2","2","2","2","0","0","1","2","2","1","2","0","2","2","1",18
"NW","NW32641","2","1","1","1","0","0","2","2","2","1","0","0","0","1","2","2","2","0","2","2","2",18
"NW","NW32673","2","1","1","0","0","0","3","0","0","0","0","0","0","1","2","0","0","0","3","3","3",18
"NW","NW32685","2","2","2","1","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","2",18
"NW","NW32701","3","3","3","0","0","0","3","3","3","3","0","2",,"2","2","2","1","1","1","2","2",18
"NW","NW32750","2","3","2","1","0","0","3","2","2","3","0","0","0","3","3","2","3","0","3","3","3",18
"NW","NW32769","3","3","3","0","0","0","3","2","3","3","1","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32775","2","2","2","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","0","0",18
"NW","NW32783","2","0","3","1","0","0","3","3","3","2","0","0","1","2","3","3","3","0",,"0","0",18
"NW","NW32797","2","1","1","0","0","0","2","1","1","2","0","0","0","2","2","0","3","0","2","3","2",18
"NW","NW32803","2","2","1","1","1","1","3","2","2","2","0","0","0","2","2","3","3","0","3","3","3",18
"NW","NW32811","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"NW","NW32824","2","2","2","1","0","0","2","2","2","2","0","0","0","2","2","2","2","1","2","3","3",18
"NW","NW32839","2","2","2","1","0","0","3","2","3","3","0","0","0","3","3","2","2","0","2","3","3",18
"NW","NW32846","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"NW","NW32867","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32878","2","3","2","2","0","0","3","3","3","3","0","0","0","2","2","2","2","0","2","3","3",18
"NW","NW32895","3","1","2","2","0","1","3","3","2","2","3","0","0","2","3","3","2","0","2","3","3",18
"NW","NW32906","3","3","3","1","0","0","3","0","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW32919","1","1","2","0","0","0","3","2","2","2","1","1","2","2","2","3","3","0","2","2","2",18
"NW","NW32943","2","2","2","2","1","1","3","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"NW","NW32955","1","1","1","1","1","1","1","1","1","2","1","1","1","2","2","1","1","1","2","2","2",18
"NW","NW33006","2","1","2","0","0","0","1","1","2","2","0","0","0","1","2","2","1","0","2","3","2",18
"NW","NW33027","3","2","3","1","0","0","3","2","2","3","0","0","0","2","3","2","2","0","3","3","3",18
"NW","NW33031","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"NW","NW33043","2","2","3","0","0","0","3","1","2","2","1","0","0","2","2","2","2","0","2","2","3",18
"NW","NW33064","0","0","0","0","0","0","2","0","0","0","0","2","2","0","0","0","0","0","0","0","2",18
"NW","NW33070","2","2","3","1","0","0","2","1","3","3","1","2","1","2","3","2","1","1","3","2","3",18
"NW","NW33088","3","2","2","0","1","0","3","3","3","3","0","0","0","3","3","3","2","0","3","3","2",18
"NW","NW33107","1","1","1","1","1","0","1","1","1","1","1","0","0","2","2","1","2","0","2","3","3",18
"NW","NW33115","0","0","2","0","0","0","3","3","3","3","0","0","0","0","3","3","3","0","3","3","3",18
"NW","NW33468","2","2","2","1","0","1","0","2","2","2","0","0","0","2","2","2","2","0","2","3","2",18
"NW","NW34489","2","2","3","0","0","0","3","2","2","2","0","0","0","2","3","2","2","0","2","3","2",18
"NW","NW34504","2","2","2","1","0","0","2","1","2","2","0","0","0","2","2","0","1","0","2","3","3",18
"SO","SO10034","3","3","3","0","0","0","3","3","3","3","3","0","0","3","3","3","3","0","3","3","3",18
"SO","SO10041","3","2","1","1","0","0","2","1","2","2","1","1","1","2","1","1","1","1","1","2","2",18
"SO","SO10125","3","2","2","0","0","0","3","2","2","2","3","0","0","2","2","2","3","2","2","3","3",18
"SO","SO10133","2","2","2","1","0","0","2","2","2","2","1","0","0","2","2","3","2","1","2","2","2",18
"SO","SO10201","1","2","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","2",18
"SO","SO10222","2","2","2","1","1","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2",18
"SO","SO10236","2","2","2","1","1","1","3","2","2","2","1","1","3","2","2","2","2","1","2","2","2",18
"SO","SO10248","2","3","3","0","0","0","3","3","3","3","0","0","0","0","3","3","3","0","3","3","3",18
"SO","SO10250","3","3","3","1","0","0","3","3","3","3","0","0","0","2","2","3","3","0","2","3","3",18
"SO","SO10275","3","3","3","2","0","0","3","2","2","2","0","0","0","3","3","3","2","0","2","2","2",18
"SO","SO10303","2","2","3","0","0","0","3","2","2","1","0","0","0","2","2","3","2","0","0","3","3",18
"SO","SO10311","1","1","1","1","0","0","3","2","2","2","0","0","2","2","3","3","3","0","2","0","3",18
"SO","SO10346","2","2","2","0","0","0","3","2","2","2","0","0","0","2","3","3","3","0","3","3","2",18
"SO","SO10367","2","2","2","1","0","0","3","3","2","2","0","0","0","2","3","3","2","0","2","3","2",18
"SO","SO10378","2","2","2","0","0","0","2","1","2","2","2","0","0","2","2","1","2","0","2","2","1",18
"SO","SO10395","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","1","0",18
"SO","SO10400","2","3","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"SO","SO10413","2","2","1","1","1","1","2","1","2","2","1","1","1","2","2","2","2","1","2","1","1",18
"SO","SO10421","3","2","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO10437","1","2","3","1","1","1","3","3","3","3","1","1","0","2","3","2","3","0","2","3","3",18
"SO","SO10449","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","3","3","3",18
"SO","SO10454","1","1","3","1","0","0","2","1","2","2","0","0","0","2","2","1","2","1","1","3","3",18
"SO","SO10476","2","2","2","2","0","0","3","3","2","2","0","0","0","2","2","3","2","0","2","3","3",18
"SO","SO10498","2","2","2","1","0","0","3","3","3","3","0","0","0","2","2","3","2","0","2","3","3",18
"SO","SO10519","1","3","2","1","1","0","2","3","3","1","0","1","1","2","2","3","2","0","3","3","3",18
"SO","SO10531","2","3","3","0","0","0","3","3","3","3","0","0","0","2","3","3","3","0","3","3","3",18
"SO","SO10543","2","1","2","1","1","1","2","3","2","2","0","1","0","2","2","2","2","1","2","1","1",18
"SO","SO10555","1","1","1","1","0","0","2","1","2","1","0","0","0","2","1","2","1","0","1","2","2",18
"SO","SO10570","3","3","3","0","0","0","3","3","3","3","1","0","0","2","2","3","3","0","3","3","3",18
"SO","SO10592","1","2","2","1","1","1","3","2","2","2","1","0","0","2","2","2","2","0","2","3","3",18
"SO","SO10607","2","2","2","0","0","0","2","2","2","2","0","0","0","3","2","2","2","0","2","3","3",18
"SO","SO10615","2","2","2","0","0","0","2","2","2","2","0","0","0","3","3","2","2","0","2","3","3",18
"SO","SO10628","2","3","3","0","0","0","3","2","2","3","0","0","0","3","3","2","2","0","2","3","3",18
"SO","SO10630","2","2","2","0","0","0","3","2","2","2","0","0","0","2","3","2","2","0","3","3","2",18
"SO","SO10642","2","3","2","2","0","0","3","3","2","2","0","0","0","3","2","3","3","0","3","3","3",18
"SO","SO10656","1","2","2","2","1","1","1",,,"1","0","0","0","0","3","3","3","2",,"1","1",18
"SO","SO10674","0","0","0","2","0","1","1","0","0","0","1","1","2","0","0","1","1","1","1","2","2",18
"SO","SO10689","0","0","0","0","0","0","3","3","3","0","0","0","0","2","3","3","2","0","3","3","2",18
"SO","SO10723","1","1","2","2","0","2","2","2","2","2","0","1","1","2","2","3","2","0","2","3","2",18
"SO","SO10735","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2",18
"SO","SO10779","2","2","2","0","0","0","2","2","2","2","2","0","0","2","2","2","2","0","2","3","2",18
"SO","SO10784","3","3","2","0","0","0","3","3","3","3","1","0","0","0","3","3","3","0","3","3","3",18
"SO","SO10796","1","1","2","0","0","0","2","2","2","2","0","0","0","2","3","1","2","0","2","3","3",18
"SO","SO10804","2","2","3","0","0","0","3","2","2","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO10838","2","3","3","0","0","0","3","2","2","3","0","0","1","2","3","1","2","0","3","3","3",18
"SO","SO10845","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"SO","SO10853","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","3","3","2",18
"SO","SO10881","3","3","2","1","0","0","2","2","2","2","2","0","0","2","3","3","3","0","2","3","3",18
"SO","SO10905","2","1","2","1","0","1","3","0","2","2","0","1","0","1","2","2","1","1","2","2","1",18
"SO","SO10918","2","2","2","2","1","0","3","3","3","3","0","0","0","3","2","3","3","0","3","0","3",18
"SO","SO10959","2","2","1","1","1","0","2","2","1","1","0","0","0","2","2","3","2","0","2","2","1",18
"SO","SO10993","2","3","3","0","0","0","3","3","3","3","0","0","0","3","3","2","3","0","3","3","3",18
"SO","SO11001","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"SO","SO11050","2","2","2","2","1","2","3","1","2","2","0","0","1","2","2","2","2","0","1","3","3",18
"SO","SO11102","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO11110","1","1","2","1","1","1","3","2","2","2","2","1","0","2","2","2","2","1","2","2","2",18
"SO","SO11123","0","3","3","0","0","0","3","3","3","2","0","0","0","3","3","3","3","3","3","3","3",18
"SO","SO11135","2","1","2","0","0","0","3","2","2","3","0","0","0","2","2","3","2","0","3","3","3",18
"SO","SO11147","2","3","2","1","0","0","2","1","1","2","0","0","1","3","3","1","3","1","3","2","2",18
"SO","SO11151","2","3","3","0","0","0","3","2","2","2","0","0","0","3","3","3","2","0","3","3","3",18
"SO","SO11196","2","2","2","0","0","0","3","2","3","3","0","0","0","3","2","3","3","0","3","3","3",18
"SO","SO11208","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","0","0",18
"SO","SO11216","2","2","2","0","0","0","2","3","3","3","0","0","0","2","3","3","2","0","3","3","3",18
"SO","SO11229","2","2","1","1","0","1","3","3","2","2","0","0","0","2","2","3","2","0","3","3","2",18
"SO","SO11234","2","2","2","0","0","0","3","2","2","2","0","0","0","2","3","2","2","0","3","3","2",18
"SO","SO11241","1","1","1","1","0","0","3","2","2","2","0","0","0","2","2","3","3","0","3","3","3",18
"SO","SO11257","1","1","1","1","1","1","2","1","1","1","0","0","0","1","1","0","1","0","1","3","2",18
"SO","SO11262","3","2","3","0","0","0","3","3","3","3","2","0","0","3","3","3","3","0","3","3","3",18
