"center","id","visit","WRAA1","WRAA3","WRAA4","AGE_MO","READ_AS","READ_STD","MATH_AS","MATH_STD","WRAB1","WRAB3"
"MW","MW02041",16,,,,190,486,68,,,1,29
"MW","MW02057",12,1,36,29,141,504,95,497,84,,
"MW","MW02057",16,,,,190,501,80,,,1,34
"MW","MW02073",12,1,28,40,154,483,74,518,111,,
"MW","MW02090",12,1,34,32,141,501,90,502,93,,
"MW","MW02117",12,1,30,23,,489,,485,,,
"MW","MW02117",16,,,,191,438,,,,1,10
"MW","MW02125",12,1,34,33,143,501,90,506,96,,
"MW","MW02125",16,,,,196,502,80,,,1,35
"MW","MW02140",12,1,19,12,141,461,51,453,,,
"MW","MW02140",16,,,,191,482,64,,,1,27
"MW","MW02158",12,1,36,32,142,504,95,502,93,,
"MW","MW02158",16,,,,193,491,71,,,1,31
"MW","MW02172",12,1,35,36,148,502,92,511,100,,
"MW","MW02172",16,,,,191,512,95,,,1,41
"MW","MW02222",12,1,29,26,145,486,77,493,72,,
"MW","MW02222",16,,,,191,486,68,,,1,29
"MW","MW02236",12,1,23,22,151,474,62,481,61,,
"MW","MW02236",16,,,,191,482,64,,,1,27
"MW","MW02269",12,1,23,21,141,474,61,478,60,,
"MW","MW02269",16,,,,189,476,59,,,1,25
"MW","MW02275",12,1,21,29,141,467,56,497,84,,
"MW","MW02275",16,,,,190,467,51,,,1,21
"MW","MW02283",16,,,,194,520,101,,,1,45
"MW","MW02311",12,1,43,34,142,515,113,508,99,,
"MW","MW02311",16,,,,191,506,89,,,1,38
"MW","MW02324",12,1,41,36,145,512,107,511,100,,
"MW","MW02378",12,1,35,30,142,502,93,499,87,,
"MW","MW02378",16,,,,191,504,84,,,1,36
"MW","MW02380",12,1,31,29,143,491,82,497,84,,
"MW","MW02380",16,,,,190,497,75,,,1,32
"MW","MW02400",12,1,32,29,142,497,85,497,84,,
"MW","MW02400",16,,,,190,497,75,,,1,32
"MW","MW02465",12,1,30,32,142,489,80,502,93,,
"MW","MW02476",12,1,40,31,146,511,104,500,86,,
"MW","MW02476",16,,,,193,505,84,,,1,37
"MW","MW02482",12,1,34,27,144,501,89,494,75,,
"MW","MW02482",16,,,,193,505,84,,,1,37
"MW","MW02531",12,1,25,24,141,476,67,487,69,,
"MW","MW02531",16,,,,191,505,86,,,1,37
"MW","MW02543",12,1,42,34,142,514,111,508,99,,
"MW","MW02543",16,,,,191,511,93,,,1,40
"MW","MW02588",12,1,41,37,142,512,108,513.3,107,,
"MW","MW02592",12,1,43,37,143,515,113,513.3,107,,
"MW","MW02592",16,,,,192,515,97,,,1,43
"MW","MW02663",12,1,43,40,151,515,112,518,111,,
"MW","MW02689",12,1,33,29,142,500,87,497,84,,
"MW","MW02689",16,,,,194,502,80,,,1,35
"MW","MW02702",12,1,37,36,141,505,98,511,104,,
"MW","MW02702",16,,,,192,489,69,,,1,30
"MW","MW02710",12,1,33,36,143,500,87,511,104,,
"MW","MW02723",12,1,43,31,142,515,113,500,90,,
"MW","MW02723",16,,,,193,506,86,,,1,38
"MW","MW02735",16,,,,207,520,100,,,1,45
"MW","MW02751",12,1,35,37,142,502,93,513.3,107,,
"MW","MW02751",16,,,,191,517.7,102,,,1,44
"MW","MW02768",12,1,29,24,146,486,77,487,67,,
"MW","MW02768",16,,,,192,491,71,,,1,31
"MW","MW02779",12,1,30,25,150,489,79,492,69,,
"MW","MW02779",16,,,,194,491,71,,,1,31
"MW","MW02784",12,1,29,24,144,486,77,487,67,,
"MW","MW02784",16,,,,190,491,73,,,1,31
"MW","MW02796",12,1,29,25,143,486,77,492,72,,
"MW","MW02796",16,,,,191,486,68,,,1,29
"MW","MW02804",12,1,42,35,142,514,111,509,101,,
"MW","MW02804",16,,,,190,515,100,,,1,43
"MW","MW02853",12,1,36,35,144,504,94,509,97,,
"MW","MW02853",16,,,,191,504,84,,,1,36
"MW","MW02877",16,,,,188,483,66,,,1,28
"MW","MW02899",12,1,37,41,157,505,91,520.3,107,,
"MW","MW02899",16,,,,200,511,90,,,1,40
"MW","MW02905",12,1,21,23,144,467,57,485,64,,
"MW","MW02905",16,,,,191,475,57,,,1,24
"MW","MW02932",12,1,35,35,143,502,93,509,101,,
"MW","MW02932",16,,,,190,506,89,,,1,38
"MW","MW02944",12,1,32,34,144,497,84,508,94,,
"MW","MW02959",16,,,,187,506,89,,,1,38
"MW","MW02960",16,,,,191,491,73,,,1,31
"MW","MW02971",12,1,29,35,142,486,77,509,101,,
"MW","MW02987",12,1,40,26,142,511,105,493,75,,
"MW","MW02987",16,,,,190,520,104,,,1,45
"MW","MW03005",12,1,31,23,143,491,82,485,66,,
"MW","MW03026",12,1,41,38,145,512,107,514,106,,
"MW","MW03026",16,,,,192,520,101,,,1,45
"MW","MW03032",12,1,26,26,150,480,69,493,72,,
"MW","MW03032",16,,,,194,489,69,,,1,30
"MW","MW03044",12,1,35,39,142,502,93,515,113,,
"MW","MW03044",16,,,,191,506,89,,,1,38
"MW","MW03060",16,,,,192,501,78,,,1,34
"MW","MW03071",16,,,,191,506,89,,,1,38
"MW","MW03127",12,1,29,31,146,486,77,500,86,,
"MW","MW03170",12,1,42,25,143,514,111,492,72,,
"MW","MW03170",16,,,,192,,,,,1,
"MW","MW03188",12,1,39,34,143,509,103,508,99,,
"MW","MW03188",16,,,,192,522,103,,,1,46
"MW","MW03192",12,1,36,37,,504,,513.3,,,
"MW","MW03192",16,,,,199,511,90,,,1,40
"MW","MW03220",12,1,18,20,144,458,49,477,56,,
"MW","MW03220",16,,,,192,473,52,,,1,22
"MW","MW03253",16,,,,191,504,84,,,1,36
"NW","NW30020",12,1,40,28,143,511,105,495,81,,
"NW","NW30020",16,,,,191,517.7,102,,,1,44
"NW","NW30045",12,1,34,28,146,501,89,495,78,,
"NW","NW30045",16,,,,195,504,82,,,1,36
"NW","NW30053",12,1,38,35,145,506,99,509,97,,
"NW","NW30053",16,,,,192,509,88,,,1,39
"NW","NW30066",12,1,26,22,143,480,69,481,63,,
"NW","NW30066",16,,,,192,486,67,,,1,29
"NW","NW30077",12,1,37,33,144,505,97,506,92,,
"NW","NW30077",16,,,,192,511,90,,,1,40
"NW","NW30081",16,,,,193,486,67,,,1,29
"NW","NW30099",12,1,33,37,144,500,87,513.3,103,,
"NW","NW30099",16,,,,194,515,97,,,1,43
"NW","NW30121",12,1,41,32,145,512,107,502,89,,
"NW","NW30137",12,1,33,31,143,500,87,500,90,,
"NW","NW30137",16,,,,191,509,91,,,1,39
"NW","NW30149",12,1,40,34,144,511,104,508,94,,
"NW","NW30149",16,,,,193,529,110,,,1,49
"NW","NW30154",12,1,33,31,142,500,87,500,90,,
"NW","NW30154",16,,,,192,520,101,,,1,45
"NW","NW30182",12,1,29,29,143,486,77,497,84,,
"NW","NW30182",16,,,,193,504,82,,,1,36
"NW","NW30198",12,1,34,35,145,501,89,509,97,,
"NW","NW30198",16,,,,198,522,103,,,1,46
"NW","NW30205",12,1,27,31,142,482,72,500,90,,
"NW","NW30205",16,,,,196,502,80,,,1,35
"NW","NW30218",12,1,35,37,147,502,92,513.3,103,,
"NW","NW30218",16,,,,191,517.7,102,,,1,44
"NW","NW30226",12,1,37,33,146,505,97,506,92,,
"NW","NW30226",16,,,,195,517.7,99,,,1,44
"NW","NW30232",16,,,,201,489,69,,,1,30
"NW","NW30244",12,1,38,41,144,506,99,520.3,114,,
"NW","NW30244",16,,,,191,511,93,,,1,40
"NW","NW30259",12,1,28,34,145,483,74,508,94,,
"NW","NW30260",12,1,35,35,144,502,92,509,97,,
"NW","NW30260",16,,,,191,517.7,102,,,1,44
"NW","NW30271",12,1,30,29,144,489,79,497,81,,
"NW","NW30271",16,,,,194,502,80,,,1,35
"NW","NW30293",12,1,37,39,143,505,98,515,113,,
"NW","NW30293",16,,,,191,512,95,,,1,41
"NW","NW30307",12,1,34,24,142,501,90,487,69,,
"NW","NW30315",12,1,38,35,143,506,100,509,101,,
"NW","NW30315",16,,,,195,527,108,,,1,48
"NW","NW30328",16,,,,191,522,106,,,1,46
"NW","NW30330",12,1,38,36,143,506,100,511,104,,
"NW","NW30330",16,,,,193,520,101,,,1,45
"NW","NW30342",12,1,38,29,143,506,100,497,84,,
"NW","NW30363",12,1,42,35,144,514,109,509,97,,
"NW","NW30363",16,,,,195,517.7,99,,,1,44
"NW","NW30374",12,1,37,29,145,505,97,497,81,,
"NW","NW30374",16,,,,193,506,86,,,1,38
"NW","NW30389",12,1,37,35,145,505,97,509,97,,
"NW","NW30389",16,,,,195,512,93,,,1,41
"NW","NW30391",12,1,38,30,143,506,100,499,87,,
"NW","NW30391",16,,,,191,514,98,,,1,42
"NW","NW30409",12,1,29,21,146,486,77,478,58,,
"NW","NW30409",16,,,,191,502,82,,,1,35
"NW","NW30417",16,,,,203,524,105,,,1,47
"NW","NW30425",12,1,39,30,142,509,103,499,87,,
"NW","NW30425",16,,,,193,515,97,,,1,43
"NW","NW30433",12,1,30,28,144,489,79,495,78,,
"NW","NW30433",16,,,,198,504,82,,,1,36
"NW","NW30440",12,1,43,39,141,515,113,515,113,,
"NW","NW30458",12,1,38,40,145,506,99,518,111,,
"NW","NW30461",12,1,35,34,145,502,92,508,94,,
"NW","NW30461",16,,,,195,524,105,,,1,47
"NW","NW30486",12,1,40,29,146,511,104,497,81,,
"NW","NW30486",16,,,,194,517.7,99,,,1,44
"NW","NW30494",12,1,31,33,145,491,82,506,92,,
"NW","NW30502",12,1,34,25,142,501,90,492,72,,
"NW","NW30502",16,,,,193,524,105,,,1,47
"NW","NW30523",12,1,40,33,144,511,104,506,92,,
"NW","NW30523",16,,,,200,527,108,,,1,48
"NW","NW30535",12,1,38,28,145,506,99,495,78,,
"NW","NW30535",16,,,,198,527,108,,,1,48
"NW","NW30547",12,1,35,30,143,502,93,499,87,,
"NW","NW30547",16,,,,197,505,84,,,1,37
"NW","NW30551",16,,,,190,511,93,,,1,40
"NW","NW30568",12,1,35,35,143,502,93,509,101,,
"NW","NW30568",16,,,,192,501,78,,,1,34
"NW","NW30579",16,,,,191,480,62,,,1,26
"NW","NW30584",12,1,37,30,143,505,98,499,87,,
"NW","NW30584",16,,,,204,512,91,,,1,41
"NW","NW30596",12,1,29,29,143,486,77,497,84,,
"NW","NW30596",16,,,,193,497,73,,,1,32
"NW","NW30603",12,1,38,30,145,506,99,499,83,,
"NW","NW30603",16,,,,192,527,108,,,1,48
"NW","NW30611",12,1,35,35,143,502,93,509,101,,
"NW","NW30611",16,,,,188,509,91,,,1,39
"NW","NW30624",12,1,36,32,144,504,94,502,89,,
"NW","NW30624",16,,,,200,512,93,,,1,41
"NW","NW30639",16,,,,196,512,93,,,1,41
"NW","NW30646",16,,,,191,517.7,102,,,1,44
"NW","NW30652",12,1,36,35,145,504,94,509,97,,
"NW","NW30652",16,,,,205,515,95,,,1,43
"NW","NW30667",16,,,,196,537,120,,,1,54
"NW","NW30678",16,,,,192,522,103,,,1,46
"NW","NW30680",16,,,,195,522,103,,,1,46
"NW","NW30695",12,1,39,31,143,509,103,500,90,,
"NW","NW30706",12,1,33,21,142,500,87,478,60,,
"NW","NW30706",16,,,,204,517.7,97,,,1,44
"NW","NW30719",12,1,37,36,144,505,97,511,100,,
"NW","NW30719",16,,,,189,515,100,,,1,43
"NW","NW30727",12,1,33,39,145,500,87,515,108,,
"NW","NW30727",16,,,,190,511,93,,,1,40
"NW","NW30731",16,,,,192,473,52,,,1,22
"NW","NW30743",16,,,,193,509,88,,,1,39
"NW","NW30764",12,1,46,31,132,522,124,500,93,,
"NW","NW30764",16,,,,191,537,124,,,1,54
"NW","NW30770",12,1,39,30,142,509,103,499,87,,
"NW","NW30770",16,,,,205,527,106,,,1,48
"NW","NW30788",12,1,36,33,144,504,94,506,92,,
"NW","NW30788",16,,,,193,520,101,,,1,45
"NW","NW30808",12,1,39,37,145,509,102,513.3,103,,
"NW","NW30808",16,,,,192,520,101,,,1,45
"NW","NW30816",12,1,38,37,143,506,100,513.3,107,,
"NW","NW30816",16,,,,192,517.7,99,,,1,44
"NW","NW30829",16,,,,191,506,89,,,1,38
"NW","NW30834",12,1,39,36,142,509,103,511,104,,
"NW","NW30873",12,1,43,35,132,515,116,509,105,,
"NW","NW30873",16,,,,193,524,105,,,1,47
"NW","NW30885",16,,,,198,520,101,,,1,45
"NW","NW30901",16,,,,199,524,105,,,1,47
"NW","NW30922",12,1,30,29,143,489,80,497,84,,
"NW","NW30922",16,,,,190,501,80,,,1,34
"NW","NW30936",12,1,32,29,145,497,84,497,81,,
"NW","NW30936",16,,,,192,515,97,,,1,43
"NW","NW30948",16,,,,190,505,86,,,1,37
"NW","NW30950",12,1,33,27,145,500,87,494,75,,
"NW","NW30950",16,,,,196,512,93,,,1,41
"NW","NW30969",12,1,37,35,143,505,98,509,101,,
"NW","NW30969",16,,,,190,511,93,,,1,40
"NW","NW30975",12,1,21,,143,467,56,,,,
"NW","NW31005",12,1,33,39,144,500,87,515,108,,
"NW","NW31005",16,,,,193,504,82,,,1,36
"NW","NW31018",12,1,38,33,143,506,100,506,96,,
"NW","NW31018",16,,,,192,515,97,,,1,43
"NW","NW31026",12,1,34,34,147,501,89,508,94,,
"NW","NW31032",12,1,43,35,143,515,113,509,101,,
"NW","NW31032",16,,,,191,515,100,,,1,43
"NW","NW31044",12,1,40,33,143,511,105,506,96,,
"NW","NW31044",16,,,,192,509,88,,,1,39
"NW","NW31060",12,1,32,37,144,497,84,513.3,103,,
"NW","NW31060",16,,,,192,505,84,,,1,37
"NW","NW31071",12,1,30,33,150,489,79,506,92,,
"NW","NW31071",16,,,,199,514,95,,,1,42
"NW","NW31087",16,,,,194,534,118,,,1,53
"NW","NW31106",12,1,36,39,143,504,95,515,113,,
"NW","NW31106",16,,,,195,511,90,,,1,40
"NW","NW31119",12,1,39,33,145,509,102,506,92,,
"NW","NW31119",16,,,,192,512,93,,,1,41
"NW","NW31127",12,1,33,32,148,500,87,502,89,,
"NW","NW31127",16,,,,190,512,95,,,1,41
"NW","NW31131",12,1,36,31,142,504,95,500,90,,
"NW","NW31143",16,,,,193,502,80,,,1,35
"NW","NW31155",12,1,41,28,142,512,108,495,81,,
"NW","NW31155",16,,,,192,531,114,,,1,51
"NW","NW31164",12,1,43,37,145,515,112,513.3,103,,
"NW","NW31164",16,,,,191,522,106,,,1,46
"NW","NW31170",12,1,37,27,148,505,97,494,75,,
"NW","NW31170",16,,,,192,514,95,,,1,42
"NW","NW31192",12,1,27,20,143,482,72,477,57,,
"NW","NW31192",16,,,,191,480,62,,,1,26
"NW","NW31204",12,1,48,39,149,527,124,515,108,,
"NW","NW31204",16,,,,191,529,113,,,1,49
"NW","NW31212",12,1,31,27,143,491,82,494,78,,
"NW","NW31212",16,,,,191,505,86,,,1,37
"NW","NW31220",12,1,23,26,147,474,62,493,72,,
"NW","NW31220",16,,,,196,527,108,,,1,48
"NW","NW31238",16,,,,195,529,110,,,1,49
"NW","NW31245",12,1,39,25,144,509,102,492,69,,
"NW","NW31245",16,,,,192,520,101,,,1,45
"NW","NW31253",12,1,35,39,,502,,515,,,
"NW","NW31253",16,,,,192,509,88,,,1,39
"NW","NW31266",12,1,44,31,143,517.7,116,500,90,,
"NW","NW31277",12,1,33,30,144,500,87,499,83,,
"NW","NW31277",16,,,,189,509,91,,,1,39
"NW","NW31281",12,1,44,37,142,517.7,116,513.3,107,,
"NW","NW31299",12,1,37,37,144,505,97,513.3,103,,
"NW","NW31299",16,,,,192,517.7,99,,,1,44
"NW","NW31301",12,1,47,37,142,524,124,513.3,107,,
"NW","NW31301",16,,,,191,537,124,,,1,54
"NW","NW31322",12,1,44,45,143,517.7,116,526,131,,
"NW","NW31322",16,,,,191,527,111,,,1,48
"NW","NW31336",16,,,,190,502,82,,,1,35
"NW","NW31350",16,,,,192,551,127,,,1,57
"NW","NW31369",12,1,38,36,135,506,103,511,108,,
"NW","NW31369",16,,,,190,509,91,,,1,39
"NW","NW31375",12,1,33,32,153,500,87,502,89,,
"NW","NW31375",16,,,,193,491,71,,,1,31
"NW","NW31397",12,1,32,34,144,497,84,508,94,,
"NW","NW31397",16,,,,191,504,84,,,1,36
"NW","NW31403",12,1,39,24,143,509,103,487,69,,
"NW","NW31403",16,,,,191,533,120,,,1,52
"NW","NW31424",12,1,43,31,143,515,113,500,90,,
"NW","NW31424",16,,,,191,512,95,,,1,41
"NW","NW31439",12,1,39,31,145,509,102,500,86,,
"NW","NW31439",16,,,,190,517.7,102,,,1,44
"NW","NW31446",12,1,38,25,142,506,100,492,72,,
"NW","NW31446",16,,,,189,517.7,102,,,1,44
"NW","NW31467",16,,,,191,529,113,,,1,49
"NW","NW31478",12,1,42,40,143,514,111,518,116,,
"NW","NW31478",16,,,,192,529,110,,,1,49
"NW","NW31480",12,1,31,26,144,491,82,493,72,,
"NW","NW32033",12,1,38,37,144,506,99,513.3,103,,
"NW","NW32058",12,1,44,40,143,517.7,116,518,116,,
"NW","NW32058",16,,,,200,529,110,,,1,49
"NW","NW32061",12,1,41,34,144,512,107,508,94,,
"NW","NW32061",16,,,,192,522,103,,,1,46
"NW","NW32072",12,1,40,27,142,511,105,494,78,,
"NW","NW32072",16,,,,191,514,98,,,1,42
"NW","NW32086",12,1,39,36,143,509,103,511,104,,
"NW","NW32086",16,,,,192,520,101,,,1,45
"NW","NW32094",12,1,33,24,144,500,87,487,67,,
"NW","NW32094",16,,,,194,504,82,,,1,36
"NW","NW32118",12,1,43,36,142,515,113,511,104,,
"NW","NW32118",16,,,,192,533,116,,,1,52
"NW","NW32132",12,1,34,32,143,501,90,502,93,,
"NW","NW32144",12,1,40,38,142,511,105,514,110,,
"NW","NW32144",16,,,,189,527,111,,,1,48
"NW","NW32159",12,1,46,43,144,522,119,522,119,,
"NW","NW32159",16,,,,193,530,112,,,1,50
"NW","NW32160",12,1,32,30,142,497,85,499,87,,
"NW","NW32160",16,,,,191,506,89,,,1,38
"NW","NW32171",12,1,41,30,144,512,107,499,83,,
"NW","NW32171",16,,,,192,524,105,,,1,47
"NW","NW32193",12,1,31,29,143,491,82,497,84,,
"NW","NW32193",16,,,,203,505,84,,,1,37
"NW","NW32200",12,1,38,32,147,506,99,502,89,,
"NW","NW32200",16,,,,192,527,108,,,1,48
"NW","NW32213",12,1,36,33,143,504,95,506,96,,
"NW","NW32213",16,,,,192,512,93,,,1,41
"NW","NW32221",12,1,34,41,147,501,89,520.3,114,,
"NW","NW32221",16,,,,191,517.7,102,,,1,44
"NW","NW32237",12,1,35,30,145,502,92,499,83,,
"NW","NW32249",12,1,32,30,144,497,84,499,83,,
"NW","NW32249",16,,,,194,509,88,,,1,39
"NW","NW32265",16,,,,202,506,86,,,1,38
"NW","NW32276",12,1,37,32,142,505,98,502,93,,
"NW","NW32276",16,,,,191,527,111,,,1,48
"NW","NW32298",12,1,46,38,142,522,121,514,110,,
"NW","NW32298",16,,,,191,531,118,,,1,51
"NW","NW32302",12,1,30,30,143,489,80,499,87,,
"NW","NW32302",16,,,,192,511,90,,,1,40
"NW","NW32335",12,1,39,36,143,509,103,511,104,,
"NW","NW32335",16,,,,190,524,109,,,1,47
"NW","NW32347",12,1,40,29,143,511,105,497,84,,
"NW","NW32347",16,,,,193,512,93,,,1,41
"NW","NW32368",12,1,39,35,144,509,102,509,97,,
"NW","NW32368",16,,,,192,522,103,,,1,46
"NW","NW32384",12,1,40,33,146,511,104,506,92,,
"NW","NW32384",16,,,,190,522,106,,,1,46
"NW","NW32412",12,1,40,35,,511,,509,,,
"NW","NW32412",16,,,,192,529,110,,,1,49
"NW","NW32420",12,1,38,31,147,506,99,500,86,,
"NW","NW32420",16,,,,190,512,95,,,1,41
"NW","NW32438",16,,,,190,529,113,,,1,49
"NW","NW32445",16,,,,191,497,75,,,1,32
"NW","NW32477",12,1,43,38,143,515,113,514,110,,
"NW","NW32481",12,1,31,29,142,491,82,497,84,,
"NW","NW32481",16,,,,189,505,86,,,1,37
"NW","NW32507",16,,,,193,512,93,,,1,41
"NW","NW32515",16,,,,203,530,112,,,1,50
"NW","NW32530",16,,,,190,522,106,,,1,46
"NW","NW32542",12,1,43,37,145,515,112,513.3,103,,
"NW","NW32542",16,,,,203,530,112,,,1,50
"NW","NW32556",12,1,30,30,142,489,80,499,87,,
"NW","NW32556",16,,,,192,500,75,,,1,33
"NW","NW32591",12,1,32,19,145,497,84,475,53,,
"NW","NW32591",16,,,,196,514,95,,,1,42
"NW","NW32608",12,1,32,31,143,497,85,500,90,,
"NW","NW32608",16,,,,197,514,95,,,1,42
"NW","NW32629",12,1,23,21,148,474,62,478,58,,
"NW","NW32629",16,,,,192,489,69,,,1,30
"NW","NW32634",12,1,41,30,,512,,499,,,
"NW","NW32634",16,,,,193,529,110,,,1,49
"NW","NW32641",12,1,39,39,145,509,102,515,108,,
"NW","NW32641",16,,,,192,529,110,,,1,49
"NW","NW32662",12,1,38,30,144,506,99,499,83,,
"NW","NW32662",16,,,,193,504,82,,,1,36
"NW","NW32673",12,1,38,38,143,506,100,514,110,,
"NW","NW32673",16,,,,192,529,110,,,1,49
"NW","NW32685",12,1,41,33,145,512,107,506,92,,
"NW","NW32685",16,,,,192,520,101,,,1,45
"NW","NW32701",12,1,43,32,142,515,113,502,93,,
"NW","NW32701",16,,,,191,522,106,,,1,46
"NW","NW32736",12,1,35,31,148,502,92,500,86,,
"NW","NW32736",16,,,,192,514,95,,,1,42
"NW","NW32748",12,1,36,42,144,504,94,521,117,,
"NW","NW32750",12,1,36,34,146,504,94,508,94,,
"NW","NW32750",16,,,,192,530,112,,,1,50
"NW","NW32769",12,1,37,39,143,505,98,515,113,,
"NW","NW32769",16,,,,192,530,112,,,1,50
"NW","NW32775",16,,,,191,520,104,,,1,45
"NW","NW32783",12,1,29,23,143,486,77,485,66,,
"NW","NW32783",16,,,,191,504,84,,,1,36
"NW","NW32797",16,,,,194,548,125,,,1,56
"NW","NW32803",16,,,,194,520,101,,,1,45
"NW","NW32811",12,1,32,33,145,497,84,506,92,,
"NW","NW32824",12,1,43,32,146,515,112,502,89,,
"NW","NW32824",16,,,,191,537,124,,,1,54
"NW","NW32846",12,1,39,36,142,509,103,511,104,,
"NW","NW32846",16,,,,191,517.7,102,,,1,44
"NW","NW32867",12,1,35,35,143,502,93,509,101,,
"NW","NW32867",16,,,,190,520,104,,,1,45
"NW","NW32878",16,,,,194,531,114,,,1,51
"NW","NW32895",16,,,,198,533,116,,,1,52
"NW","NW32906",12,1,42,35,145,514,109,509,97,,
"NW","NW32906",16,,,,191,530,115,,,1,50
"NW","NW32919",12,1,34,36,144,501,89,511,100,,
"NW","NW32919",16,,,,195,506,86,,,1,38
"NW","NW32927",12,1,37,36,144,505,97,511,100,,
"NW","NW32943",16,,,,192,512,93,,,1,41
"NW","NW32955",12,1,40,29,144,511,104,497,81,,
"NW","NW32955",16,,,,196,520,101,,,1,45
"NW","NW32964",16,,,,192,520,101,,,1,45
"NW","NW32970",12,1,37,36,145,505,97,511,100,,
"NW","NW33006",16,,,,194,483,65,,,1,28
"NW","NW33019",12,1,24,23,142,475,64,485,66,,
"NW","NW33019",16,,,,191,489,71,,,1,30
"NW","NW33027",12,1,38,35,151,506,99,509,97,,
"NW","NW33027",16,,,,192,515,97,,,1,43
"NW","NW33031",12,1,35,33,143,502,93,506,96,,
"NW","NW33031",16,,,,201,520,101,,,1,45
"NW","NW33043",12,1,29,29,148,486,77,497,81,,
"NW","NW33043",16,,,,192,509,88,,,1,39
"NW","NW33055",16,,,,194,527,108,,,1,48
"NW","NW33064",12,1,42,33,144,514,109,506,92,,
"NW","NW33064",16,,,,192,530,112,,,1,50
"NW","NW33070",12,1,38,30,147,506,99,499,83,,
"NW","NW33070",16,,,,195,515,97,,,1,43
"NW","NW33088",16,,,,192,486,67,,,1,29
"NW","NW33092",12,1,29,27,145,486,77,494,75,,
"NW","NW33107",16,,,,194,511,90,,,1,40
"NW","NW33115",12,1,29,23,150,486,77,485,64,,
"NW","NW33115",16,,,,193,483,65,,,1,28
"NW","NW33128",12,1,44,37,145,517.7,114,513.3,103,,
"NW","NW33128",16,,,,195,530,112,,,1,50
"NW","NW33130",12,1,38,31,146,506,99,500,86,,
"NW","NW33130",16,,,,196,512,93,,,1,41
"NW","NW33451",12,1,41,28,144,512,107,495,78,,
"NW","NW33451",16,,,,194,517.7,99,,,1,44
"NW","NW33468",16,,,,191,502,82,,,1,35
"NW","NW34489",16,,,,191,524,109,,,1,47
"NW","NW34504",12,1,40,27,146,511,104,494,75,,
"NW","NW34504",16,,,,192,520,101,,,1,45
"SO","SO10029",12,1,40,41,155,511,104,520.3,114,,
"SO","SO10034",12,1,40,44,150,511,104,525,122,,
"SO","SO10034",16,,,,203,530,112,,,1,50
"SO","SO10041",12,1,36,35,153,504,94,509,97,,
"SO","SO10041",16,,,,201,405,,,,1,0
"SO","SO10117",12,1,41,35,145,512,107,509,97,,
"SO","SO10125",12,1,41,44,164,512,101,525,115,,
"SO","SO10133",12,1,29,37,151,486,77,513.3,103,,
"SO","SO10140",12,1,34,33,152,501,89,506,92,,
"SO","SO10158",12,1,33,37,156,500,82,513.3,97,,
"SO","SO10186",12,1,44,36,159,517.7,108,511,94,,
"SO","SO10186",16,,,,203,530,112,,,1,50
"SO","SO10194",12,1,27,30,158,482,68,499,78,,
"SO","SO10201",12,1,38,37,157,506,94,513.3,97,,
"SO","SO10222",12,1,39,35,157,509,96,509,92,,
"SO","SO10222",16,,,,201,506,86,,,1,38
"SO","SO10236",12,1,38,33,151,506,99,506,92,,
"SO","SO10248",12,1,40,28,148,511,104,495,78,,
"SO","SO10248",16,,,,208,530,110,,,1,50
"SO","SO10275",12,1,51,40,163,531,125,518,105,,
"SO","SO10303",12,1,35,36,157,502,87,511,94,,
"SO","SO10303",16,,,,207,524,104,,,1,47
"SO","SO10311",12,1,37,33,163,505,91,506,86,,
"SO","SO10311",16,,,,206,517.7,97,,,1,44
"SO","SO10324",12,1,34,36,162,501,84,511,94,,
"SO","SO10339",12,1,35,32,158,502,87,502,84,,
"SO","SO10346",12,1,29,31,159,486,72,500,81,,
"SO","SO10346",16,,,,202,501,78,,,1,34
"SO","SO10367",12,1,35,37,165,502,87,513.3,97,,
"SO","SO10367",16,,,,203,489,69,,,1,30
"SO","SO10378",16,,,,205,467,48,,,1,21
"SO","SO10400",12,1,44,40,155,517.7,114,518,111,,
"SO","SO10400",16,,,,204,506,85,,,1,38
"SO","SO10413",12,1,50,32,152,530,129,502,89,,
"SO","SO10413",16,,,,198,530,112,,,1,50
"SO","SO10421",12,1,31,34,153,491,82,508,94,,
"SO","SO10421",16,,,,205,475,55,,,1,24
"SO","SO10437",12,1,40,31,152,511,104,500,86,,
"SO","SO10437",16,,,,204,514,93,,,1,42
"SO","SO10449",16,,,,204,476,57,,,1,25
"SO","SO10465",16,,,,207,517.7,97,,,1,44
"SO","SO10476",12,1,39,40,150,509,102,518,111,,
"SO","SO10476",16,,,,203,511,90,,,1,40
"SO","SO10482",12,1,26,26,148,480,69,493,72,,
"SO","SO10498",16,,,,202,531,114,,,1,51
"SO","SO10519",16,,,,199,509,88,,,1,39
"SO","SO10527",12,1,32,30,151,497,84,499,83,,
"SO","SO10527",16,,,,204,,,,,1,
"SO","SO10531",12,1,33,39,154,500,87,515,108,,
"SO","SO10531",16,,,,203,514,95,,,1,42
"SO","SO10543",12,1,31,31,146,491,82,500,86,,
"SO","SO10543",16,,,,196,501,78,,,1,34
"SO","SO10564",12,1,31,30,160,491,77,499,78,,
"SO","SO10570",12,1,40,37,152,511,104,513.3,103,,
"SO","SO10570",16,,,,207,505,82,,,1,37
"SO","SO10588",12,1,35,28,150,502,92,495,78,,
"SO","SO10588",16,,,,204,491,70,,,1,31
"SO","SO10592",12,1,31,39,151,491,82,515,108,,
