"id","visit","center","ssa1","ssa2","ssa3","ssa4","ssa5","ssa6","ssa7","ssa8","ssa9","ssa9a","ssa9b","ssa9c","ssa9d","ssa9e","ssa10","ssa10a","ssa10b","ssa10c","ssa10d","ssa10e","ssa11","ssa12"
"SW20124",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JM",10/15/1996
"SW20124",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20146",8,"SW",2,1,1,4,4,5,4,4,0,,,,,,0,,,,,,"JM",4/15/1997
"SW20152",10,"SW",1,1,4,2,5,4,4,4,1,0,0,5,0,,0,,,,,,"KKR",4/15/2000
"SW20178",8,"SW",1,1,2,4,5,5,3,5,1,1,0,0,0,,1,1,0,0,0,,"JM",9/15/1996
"SW20178",10,"SW",1,1,3,4,5,5,2,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20195",8,"SW",2,2,4,,5,5,4,4,0,,,,,,0,,,,,,"JM",4/15/1997
"SW20228",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JM",4/15/1997
"SW20228",10,"SW",2,2,2,4,5,4,2,5,1,0,0,,0,,1,,0,0,1,"VERBAL THREATS TO FEMALE TEACHER & PRINCIPAL FROM PAR","KKR",4/15/2000
"SW20230",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20256",10,"SW",3,3,4,2,5,5,2,3,0,,,,,,1,1,0,0,1,"VANDALISM","KKR",4/15/2000
"SW20263",10,"SW",1,1,2,3,5,5,5,5,0,,,,,,1,2,0,0,0,,"KKR",4/15/2000
"SW20289",8,"SW",2,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"JM",5/15/1997
"SW20309",8,"SW",1,1,3,1,5,5,1,3,0,,,,,,0,,,,,,"JM",8/15/1996
"SW20309",10,"SW",2,2,3,4,5,5,5,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20325",8,"SW",2,1,2,5,5,5,5,5,0,,,,,,0,,,,,,"JM",1/15/1997
"SW20325",10,"SW",1,1,3,4,5,5,4,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20333",8,"SW",1,1,2,1,5,5,5,5,0,,,,,,0,,,,,,"JM",2/15/1997
"SW20333",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20340",10,"SW",1,1,2,3,5,5,3,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20358",10,"SW",1,1,1,4,5,5,2,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20372",8,"SW",2,2,4,3,4,4,3,4,0,,,,,,0,,,,,,"JM",12/15/1997
"SW20372",10,"SW",1,1,4,2,5,4,4,4,1,0,0,5,0,,0,,,,,,"KKR",4/15/2000
"SW20419",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JM",4/15/1997
"SW20419",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20427",8,"SW",2,2,2,3,5,5,1,5,0,,,,,,0,,,,,,"JM",11/15/1997
"SW20427",10,"SW",2,4,1,5,5,5,3,4,1,0,0,23,0,,1,0,0,5,0,,"KKR",4/15/2000
"SW20431",10,"SW",1,2,5,1,5,5,2,3,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20455",10,"SW",4,2,1,5,5,5,1,4,1,0,0,20,0,,1,0,0,20,0,,"KKR",4/15/2000
"SW20464",8,"SW",2,1,2,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",3/15/1998
"SW20464",10,"SW",1,1,2,4,5,5,5,4,0,,,,,,1,4,0,0,0,,"KKR",4/15/2000
"SW20488",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20492",10,"SW",1,1,,3,3,4,3,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20500",8,"SW",2,1,2,4,5,5,3,3,0,,,,,,0,,,,,,"JM",11/15/1997
"SW20549",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JAS",7/15/1999
"SW20576",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JM",5/15/1997
"SW20598",8,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"JM",5/15/1997
"SW20598",10,"SW",2,1,3,5,5,5,3,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20601",8,"SW",2,2,3,1,5,4,1,3,0,,,,,,1,0,0,0,1,"3X (CAR TIRES SLASHED,PELLETS SHOT,FIRE ON A ROPE","JM",10/15/1996
"SW20614",8,"SW",1,1,4,2,1,1,2,1,0,,,,,,0,,,,,,"JM",4/15/1997
"SW20614",10,"SW",2,2,5,2,5,5,3,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20636",8,"SW",2,1,1,3,4,5,4,4,0,,,,,,0,,,,,,"JM",5/15/1997
"SW20636",10,"SW",2,2,2,5,5,4,3,5,1,1,0,1,0,,1,1,0,0,0,,"KKR",4/15/2000
"SW20650",10,"SW",3,3,1,4,4,3,1,2,1,99,0,99,1,"WEAPONS, 50+, ALSO THEFT WAS 200 TIMES AND ASSAULT 100",1,50,0,99,0,,"KKR",4/15/2000
"SW20716",10,"SW",1,1,2,3,5,5,1,3,1,0,0,2,1,"PARENTAL EDUCATIONAL NEGLECT",1,2,0,0,0,,"KKR",4/15/2000
"SW20729",8,"SW",2,2,3,3,5,5,4,2,0,,,,,,0,,,,,,"JM",4/15/1997
"SW20734",8,"SW",2,2,3,1,4,5,3,5,0,,,,,,0,,,,,,"JM",5/15/1997
"SW20741",10,"SW",1,1,4,4,5,5,4,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20762",10,"SW",1,2,2,4,5,3,4,3,0,,,,,,0,,,,,,"EGA",3/15/2000
"SW20773",8,"SW",1,1,2,4,5,5,4,5,0,,,,,,1,2,0,0,0,,"KKR",3/15/1998
"SW20773",10,"SW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20790",10,"SW",2,2,3,4,5,5,3,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20805",8,"SW",1,1,3,5,5,5,3,,1,1,0,0,0,,1,1,0,0,0,,"JM",10/15/1997
"SW20818",8,"SW",1,1,4,4,5,5,4,5,0,,,,,,1,1,0,0,0,,"JM",5/15/1997
"SW20826",10,"SW",1,1,4,2,5,5,5,5,0,,,,,,1,1,0,0,0,,"KKR",4/15/2000
"SW20832",8,"SW",2,1,2,4,5,5,5,4,0,,,,,,1,0,0,0,1,"VANDALISM OF 3 CLASSES","KKR",1/15/1998
"SW20844",10,"SW",1,1,2,2,5,5,4,3,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20860",8,"SW",2,2,4,3,5,5,2,4,0,,,,,,0,,,,,,"JM",9/15/1996
"SW20893",8,"SW",4,4,1,1,4,4,1,3,1,10,0,10,0,,1,5,0,1,0,,"KKR",5/15/1998
"SW20893",10,"SW",2,2,2,3,4,5,4,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20953",8,"SW",1,1,3,5,5,5,5,5,0,,,,,,0,,,,,,"MTK",9/15/1997
"SW20953",10,"SW",2,2,4,3,5,5,4,3,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20966",8,"SW",1,2,4,1,5,5,3,4,0,,,,,,0,,,,,,"JM",8/15/1997
"SW20977",10,"SW",2,2,2,2,2,4,2,1,1,1,0,0,1,"FIGHTS",1,1,0,0,1,"MONEY STOLEN FROM OFFICE OVER $75","EGA",10/15/2000
"SW20981",8,"SW",1,1,1,5,5,5,1,5,0,,,,,,0,,,,,,"JM",10/15/1997
"SW20981",10,"SW",2,2,1,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW21028",8,"SW",3,4,1,1,5,5,1,2,0,,,,,,1,2,0,0,0,,"JM",10/15/1997
"SW21028",10,"SW",1,1,3,3,5,5,3,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW21030",8,"SW",2,2,3,2,5,5,2,5,1,0,1,0,0,,1,1,0,0,0,,"JM",1/15/1997
"SW21030",10,"SW",1,1,1,5,5,5,3,4,0,,,,,,1,1,0,0,0,,"KKR",4/15/2000
"SW21074",8,"SW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"KKR",4/15/1998
"SW21089",8,"SW",,,,,,,,,,,,,,"======================================================",,,,,,"=====================================================","KKR",2/15/1998
"SW21091",10,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW21157",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JM",9/15/1997
"SW21157",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW21162",10,"SW",1,1,,,1,,2,,0,,,,,,0,,,,,,"AKA",3/15/1999
"SW21173",8,"SW",1,1,1,4,5,5,4,4,0,,,,,,0,,,,,,"KKR",12/15/1997
"SW21173",10,"SW",1,1,2,4,4,5,4,4,0,,,,,,1,2,0,0,0,,"KKR",4/15/2000
"SW21202",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JM",9/15/1997
"SW21251",10,"SW",1,1,3,4,5,5,5,5,0,,,,,,0,,,,,,"EGA",10/15/2000
"SW21268",8,"SW",2,2,5,3,5,5,3,4,1,0,0,1,0,,0,,,,,,"JM",11/15/1997
"SW21268",10,"SW",3,3,4,2,4,4,2,3,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW21279",8,"SW",2,2,2,5,3,4,1,4,1,0,0,5,0,,0,,,,,,"KKR",4/15/1998
"SW21296",10,"SW",2,2,3,3,4,5,1,4,0,,,,,,1,0,0,0,1,"3 THREATS FROM HOSTILE PARENTS","EGA",2/15/2000
"SW21304",8,"SW",2,2,2,4,5,5,4,5,0,,,,,,0,,,,,,"KKR",1/15/1998
"SW21312",8,"SW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"KKR",5/15/1998
"SW21320",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",2/15/1998
"SW21345",8,"SW",2,2,2,4,5,4,3,4,1,0,0,2,0,,0,,,,,,"EGA",11/15/1999
"SW21353",8,"SW",2,1,2,4,5,5,4,4,0,,,,,,0,,,,,,"KKR",1/15/1999
"SW21366",8,"SW",1,1,2,2,1,1,2,2,0,,,,,,0,,,,,,"KKR",2/15/1998
"SW21366",10,"SW",2,1,2,4,5,5,3,4,0,,,,,,1,0,0,0,1,"2 CAR VANDALISMS-STOLEN STEREO,BROKEN WINDOW","EGA",4/15/2001
"SW21377",8,"SW",3,3,3,2,,4,1,4,0,,,,,,0,,,,,,"KKR",11/15/1998
"SW21377",10,"SW",1,1,1,,5,5,5,5,0,,,,,,0,,,,,,"EGA",12/15/2000
"SW21381",8,"SW",3,3,5,1,3,3,1,3,0,,,,,,1,2,0,0,0,,"JAS",1/15/1999
"SW21401",8,"SW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"KKR",3/15/1999
"SW21401",10,"SW",,,,,,,,,,,,,,"------------",,,,,,"-----------","AKA",4/15/2001
"SW21414",10,"SW",4,3,5,1,3,5,1,5,1,5,0,10,0,,1,0,0,2,0,,"EGA",7/15/2001
"SW21422",8,"SW",1,1,2,4,5,5,4,5,0,,,,,,0,,,,,,"KKR",3/15/1999
"SW21422",10,"SW",1,1,1,5,5,5,3,,0,,,,,,0,,,,,,"EGA",1/15/2001
"SW21436",10,"SW",2,2,4,2,5,4,2,4,0,,,,,,0,,,,,,"EGA",1/15/2001
"SW21450",10,"SW",1,1,1,5,5,5,3,4,0,,,,,,0,,,,,,"EGA",2/15/2001
"SW21483",8,"SW",1,1,1,5,5,5,4,4,0,,,,,,1,2,0,0,0,,"KKR",5/15/1999
"SW21483",10,"SW",2,2,2,5,5,5,4,5,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW21497",10,"SW",1,1,2,3,4,5,4,4,1,0,0,0,1,"MOLESTATION DURING WEEKEND HOURS",0,,,,,,"EGA",2/15/2001
"SW21526",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",2/15/1999
"SW21532",8,"SW",2,1,3,3,5,5,3,5,0,,,,,,1,1,0,0,0,,"KKR",5/15/1999
"SW21544",8,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",3/15/1999
"SW21559",8,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",5/15/1999
"SW21559",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW21571",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW21606",8,"SW",3,3,3,3,3,4,2,3,0,,,,,,1,1,0,0,1,"VANDALISM","KKR",3/15/1999
"SW21606",10,"SW",1,1,3,4,5,5,4,5,1,4,0,0,0,,0,,,,,,"EGA",6/15/2001
"SW21619",8,"SW",1,1,1,5,5,5,1,5,0,,,,,,1,1,0,0,0,,"KKR",3/15/1999
"SW21627",8,"SW",2,2,4,4,5,5,2,4,0,,,,,,0,,,,,,"JAS",1/15/1999
"SW21655",10,"SW",,,,,,,,,,,,,,"----------",,,,,,"-----------","AKA",4/15/2001
"SW21664",8,"SW",1,1,1,4,5,5,2,5,1,0,0,4,0,,1,0,0,1,0,,"KKR",2/15/1999
"SW21670",8,"SW",2,2,3,5,4,5,3,4,1,1,0,0,0,,1,1,0,0,0,,"KKR",2/15/1999
"SW21724",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JAS",12/15/1999
"SW21724",10,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"EGA",6/15/2001
"SW21739",8,"SW",2,2,1,5,5,4,4,5,0,,,,,,0,,,,,,"KKR",10/15/1998
"SW21739",10,"SW",3,1,1,5,5,5,3,5,1,0,0,0,1,"PUSHING/SHOVING TYPE OF BULLYING",0,,,,,,"EGA",11/15/2000
"SW21746",8,"SW",1,1,3,3,5,5,5,5,0,,,,,,0,,,,,,"AKA",7/15/1999
"SW21746",10,"SW",1,1,1,5,5,5,1,3,0,,,,,,0,,,,,,"EGA",12/15/2000
"SW21752",8,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",11/15/1998
"SW21752",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"EGA",10/15/2000
"SW21778",8,"SW",3,3,4,3,4,3,3,4,1,,0,2,,"VERBAL ABUSE FROM PARENTS",1,,0,,,"VERBAL ABUSE FROM PARENTS","AKA",8/15/1999
"SW21778",10,"SW",1,1,1,5,1,1,5,5,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW21795",8,"SW",1,1,1,4,5,5,4,5,1,0,0,0,,"EXTORTION (FOR MONEY)",0,,,,,,"JM",11/15/1996
"SW21795",10,"SW",1,1,2,3,1,1,3,3,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW21800",8,"SW",1,2,2,5,5,5,5,5,0,,,,,,1,3,0,0,0,,"KKR",4/15/1998
"SW21821",8,"SW",1,2,3,1,,,2,3,1,0,0,0,1,"DAILY VANDALISM OF SCHOOL PROPERTY",1,3,0,0,1,"DAILY VANDALISM OF SCHOOL PROPERTY","JM",12/15/1997
"SW21821",10,"SW",3,3,3,1,5,4,1,4,0,,,,,,0,,,,,,"EGA",2/15/2000
"SW21909",8,"SW",2,2,3,3,4,5,3,4,1,0,0,0,1,"OUR SCHOOL WAS BROKEN INTO THIS YEAR WINDOWS MASHED",1,0,0,0,1,"SAME AS ABOVE (MOST TEACHERS' STUFF IN ROOM)","JAS",1/15/1999
"SW21917",8,"SW",3,3,3,4,5,5,4,3,0,,,,,,0,,,,,,"KKR",12/15/1998
"SW21925",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",3/15/1999
"SW21925",10,"SW",1,1,1,5,5,5,2,5,1,5,0,0,0,,1,5,0,0,0,,"EGA",10/15/2000
"SW21933",8,"SW",1,1,2,4,5,5,4,5,0,,,,,,1,1,0,0,0,,"KKR",10/15/1997
"SW21933",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW22019",8,"SW",3,,3,,4,5,4,,0,,,,,,1,3,0,0,0,,"KKR",1/15/1998
"SW22031",8,"SW",2,2,3,3,5,5,2,3,1,5,0,3,0,,1,3,0,0,1,"CARS VANDALIZED, KEYED","KKR",5/15/1998
"SW22043",8,"SW",1,1,2,4,5,5,4,4,1,2,0,1,0,,0,,,,,,"KKR",5/15/1998
"SW22130",8,"SW",2,2,4,5,3,2,3,2,0,,,,,,0,,,,,,"KKR",1/15/1999
"SW22142",10,"SW",1,1,1,4,4,4,3,4,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW22163",10,"SW",2,1,3,3,5,4,2,4,0,,,,,,0,,,,,,"EGA",2/15/2001
"SW22174",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AKA",11/15/2001
"SW22189",8,"SW",1,1,3,3,5,5,5,5,0,,,,,,0,,,,,,"JAS",1/15/1999
"SW22191",8,"SW",2,1,2,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",1/15/1999
"SW22191",10,"SW",1,1,2,4,5,5,3,3,0,,,,,,0,,,,,,"EGA",10/15/2000
"SW22211",8,"SW",2,1,4,2,4,4,4,3,1,1,0,1,0,,1,1,0,1,0,,"KKR",6/15/1999
"SW22224",8,"SW",1,1,3,4,5,5,3,4,1,2,0,0,0,,1,2,0,0,1,"CARS BROKEN INTO","KKR",6/15/1999
"SW22224",10,"SW",2,2,2,4,5,5,3,,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW22252",8,"SW",3,2,3,1,5,4,3,3,1,1,0,0,1,"PLAYGROUND SCUFFLES OCCUR OFTEN",1,1,0,0,0,,"KKR",5/15/1998
"SW22267",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JAS",6/15/1999
"SW22267",10,"SW",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"AKA",2/15/2002
"SW22278",8,"SW",2,2,2,3,4,5,4,5,1,1,0,0,0,,0,,,,,,"KKR",1/15/2000
"SW22278",10,"SW",1,2,1,5,5,4,4,5,1,3,0,4,0,,0,,,,,,"EGA",8/15/2001
"SW22280",10,"SW",1,1,3,4,5,5,4,5,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW22295",8,"SW",1,1,2,4,5,5,4,4,0,,,,,,0,,,,,,"KKR",4/15/1999
"SW22313",8,"SW",1,1,1,5,5,5,5,4,0,,,,,,0,,,,,,"KKR",6/15/1999
"SW22313",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW22349",10,"SW",3,3,3,2,4,5,4,4,1,1,0,0,0,,1,1,0,0,0,,"KKR",4/15/2000
"SW22365",8,"SW",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"KKR",5/15/1999
"SW22376",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AKA",7/15/2001
"SW22382",8,"SW",1,1,2,4,4,5,3,5,1,3,0,0,0,,1,3,0,0,0,,"KKR",7/15/1999
"SW22398",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",3/15/1999
"SW22398",10,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"EGA",7/15/2001
"SW22402",8,"SW",1,1,2,2,5,5,2,4,1,0,0,0,,"CLASSROOMS BROKEN INTO BY 1ST GRADERS",1,0,0,0,,"CLASSROOMS BROKEN INTO","AKA",7/15/1999
"SW22410",10,"SW",2,2,2,5,5,5,4,5,0,,,,,,0,,,,,,"EGA",5/15/2001
"SW22435",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",5/15/1999
"SW22447",8,"SW",1,1,2,5,5,5,4,4,0,,,,,,0,,,,,,"KKR",6/15/1999
"SW22447",10,"SW",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW22451",8,"SW",2,2,3,3,5,5,3,3,1,,0,0,0,,1,,0,0,,"VANDALISM IN PARKING LOT","AKA",10/15/1999
"SW22468",8,"SW",1,2,3,4,5,5,3,4,0,,,,,,1,0,0,0,1,"VANDALISM (2)","JAS",8/15/1999
"SW22468",10,"SW",4,3,3,3,5,5,2,3,1,0,0,,,"HARRASSMENT",0,,,,,,"AKA",12/15/2001
"SW22479",8,"SW",2,1,2,4,5,5,3,5,0,,,,,,0,,,,,,"EGA",4/15/2000
"SW22479",10,"SW",1,1,2,4,4,5,2,4,0,,,,,,0,,,,,,"AKA",7/15/2002
"SW22484",10,"SW",2,2,3,3,1,1,1,1,0,,,,,,0,,,,,,"EGA",5/15/2001
"SW22517",8,"SW",3,2,3,2,5,5,1,4,1,0,0,0,2,"2 TERRORIST THREATS BY PARENTS",1,1,0,0,0,,"JAS",11/15/1999
"SW22525",10,"SW",1,1,2,5,5,5,5,5,0,,,,,,1,1,0,0,0,,"AKA",6/15/2002
"SW22533",10,"SW",1,1,4,3,5,4,1,3,0,,,,,,0,,,,,,"AKA",11/15/2001
"SW22586",8,"SW",1,1,2,5,5,5,2,5,0,,,,,,0,,,,,,"EGA",2/15/2000
"SW22618",8,"SW",1,2,3,4,5,5,4,4,0,,,,,,0,,,,,,"KKR",3/15/1999
"SW22626",8,"SW",5,5,4,2,1,1,4,2,1,0,0,4,1,"RECENTLY SOME SEXUAL HARRASMENT",1,0,0,1,0,,"KKR",11/15/1998
"SW22671",10,"SW",,,,,,,,,,,,,,"--------",,,,,,"----------------","AKA",7/15/2001
"SW22693",10,"SW",2,3,3,3,4,4,1,3,0,,,,,,1,1,0,0,0,,"EGA",2/15/2001
"SW22712",8,"SW",3,2,2,3,3,3,4,3,0,,,,,,0,,,,,,"JAS",10/15/1999
"SW22720",8,"SW",1,1,1,5,5,4,4,4,0,,,,,,0,,,,,,"KKR",5/15/1999
"SW22781",8,"SW",1,1,2,5,5,5,4,4,0,,,,,,0,,,,,,"JAS",9/15/1999
"SW22781",10,"SW",2,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"EGA",3/15/2001
"SW22799",8,"SW",1,1,4,2,4,4,3,4,0,,,,,,0,,,,,,"KKR",5/15/1999
"SW22801",10,"SW",4,3,4,1,5,5,1,4,1,0,0,7,0,,1,0,0,2,0,,"EGA",6/15/2001
"SW22822",8,"SW",1,1,4,2,3,4,3,3,0,,,,,,0,,,,,,"KKR",8/15/1998
"SW22869",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",3/15/1999
"SW22869",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"EGA",5/15/2001
"SW22883",10,"SW",1,1,2,5,5,5,5,5,0,,,,,,0,,,,,,"LJB",9/15/2001
"SW22929",8,"SW",2,1,1,1,5,5,5,5,0,,,,,,0,,,,,,"JM",10/15/1997
"SW22929",10,"SW",2,2,1,1,1,5,4,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW22973",10,"SW",2,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AKA",9/15/2001
"SW22990",8,"SW",2,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"EGA",4/15/2000
"SW22990",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AKA",12/15/2001
"SW23029",8,"SW",2,2,3,5,5,5,2,4,0,,,,,,1,0,0,1,0,,"KKR",6/15/1999
"SW23034",8,"SW",1,1,3,4,5,5,3,5,0,,,,,,0,,,,,,"KKR",12/15/1997
"SW23041",8,"SW",5,1,2,5,5,5,2,3,0,,,,,,0,,,,,,"JM",4/15/1997
"SW23062",10,"SW",1,1,3,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW23073",8,"SW",1,2,3,4,5,5,4,5,0,,,,,,0,,,,,,"KKR",2/15/1999
"SW23073",10,"SW",2,3,4,1,4,4,3,4,0,,,,,,0,,,,,,"EGA",3/15/2001
"SW23085",8,"SW",3,2,3,2,3,3,2,4,1,1,0,1,0,,1,1,0,0,0,,"KKR",2/15/1999
"SW23090",10,"SW",,,,,,,,,,,,,,"----------",,,,,,"-----------","AKA",7/15/2001
"SW23109",10,"SW",,,,,,,,,,,,,,"----------",,,,,,"---------","AKA",7/15/2001
"SW23125",8,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",8/15/1999
"SW23140",8,"SW",1,1,1,4,5,5,5,5,0,,,,,,1,1,0,0,0,,"KKR",1/15/2000
"SW23140",10,"SW",1,1,1,5,5,5,1,5,0,,,,,,0,,,,,,"LJB",9/15/2001
"SW23172",8,"SW",2,2,2,3,5,5,4,4,1,0,0,1,0,,1,0,0,3,0,,"KKR",5/15/1999
"SW23172",10,"SW",2,1,2,5,5,4,4,4,1,0,0,10,0,,1,2,0,0,0,,"EGA",5/15/2001
"SW23186",8,"SW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",7/15/1999
"SW23194",8,"SW",2,2,3,3,4,5,5,4,0,,,,,,0,,,,,,"KKR",4/15/1999
"SW23194",10,"SW",2,2,2,3,5,4,4,4,0,,,,,,0,,,,,,"EGA",4/15/2001
"SW23201",8,"SW",1,1,4,3,5,5,2,4,0,,,,,,0,,,,,,"JAS",12/15/1999
"SW23236",10,"SW",2,2,3,4,4,5,4,4,0,,,,,,0,,,,,,"EGA",1/15/2001
"SW23248",8,"SW",1,1,1,2,4,4,2,3,0,,,,,,0,,,,,,"KKR",4/15/1998
"SW23248",10,"SW",5,5,5,3,5,5,4,4,0,,,,,,0,,,,,,"EGA",2/15/2001
"SW23250",8,"SW",1,1,3,3,5,5,4,5,0,,,,,,0,,,,,,"KKR",5/15/1999
"SW23303",8,"SW",1,1,1,4,5,5,4,5,0,,,,,,0,,,,,,"EGA",11/15/1999
"SW23339",8,"SW",4,3,2,5,3,4,2,2,1,0,0,,0,,1,0,0,,0,,"JAS",12/15/1999
"SW23352",10,"SW",2,2,2,5,5,5,3,3,0,,,,,,0,,,,,,"EGA",7/15/2001
"SW23367",10,"SW",1,1,2,4,5,5,5,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW23380",8,"SW",3,3,4,4,5,4,3,2,0,,,,,,0,,,,,,"EGA",11/15/1999
"SW23380",10,"SW",1,1,2,5,5,5,4,4,0,,,,,,0,,,,,,"LJB",2/15/2002
"SW23413",8,"SW",1,1,2,5,5,5,3,5,1,1,0,0,0,,1,1,0,0,0,,"KKR",5/15/1999
"SW23437",10,"SW",2,2,5,4,2,2,2,3,0,,,,,,0,,,,,,"EGA",6/15/2001
"SW23449",8,"SW",2,1,2,5,5,5,3,5,0,,,,,,0,,,,,,"JAS",8/15/1999
"SW23449",10,"SW",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"AKA",1/15/2002
"SW23454",8,"SW",2,1,2,4,5,5,4,3,0,,,,,,0,,,,,,"KKR",7/15/1999
"SW23454",10,"SW",2,1,2,3,5,5,4,5,0,,,,,,1,1,0,0,0,,"EGA",6/15/2001
"SW23476",10,"SW",2,1,3,3,5,4,4,5,0,,,,,,0,,,,,,"EGA",12/15/2001
"SW23482",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AKA",11/15/2001
"SW23498",8,"SW",2,2,2,3,5,5,4,4,0,,,,,,0,,,,,,"JM",10/15/1997
"SW23498",10,"SW",2,2,2,5,5,5,4,5,0,,,,,,0,,,,,,"KKR",4/15/2000
