EAEA40015      0     0     0     00      20       0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA40129      0     0     0     020     20       0      0       00            0  0101010101010 140000000000000000000000000002 0
EAEA40185      20    0     2 222200      220      20     2 2200222212    2212  0  01012222010100140000011100000001111110111115 8
EAEA40247      0     0     0     022000020        0      0       00            0  0101010101010 140000000001000000000000000001 0
EAEA40251      0     0     2 0   00      0        20     0       00            0  0101010101010 140000001000000000000000000002 0
EAEA40304      0     0     0     022000202220000000      0       00            0  0101010101010 140000000001000000000000000002 0
EAEA40312      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40353      2200020     0     00      0        0      0       00            0  0101010101010 140010000000000000000000000001 0
EAEA40399      2222020     0     00      22222022222002220       0010    2210  0  01010101010100140110000000010100011000000003 2
EAEA40401      2222220     0     2220222222220222222222222 0     02 9    0     22 2201012123222 141110000011111100111001111115 6
EAEA40422      0     0     0     00      20       20     0       00            0  0101010101010 140000000000000000000000000002 0
EAEA40436      0     0     0     00      0        20     0       00            0  0101010101010 140000000000000000000000000001 0
EAEA40450      2200000     0     00      0        22200002 20002000            0  0101010101010 140000000000000001001000000003 1
EAEA40505      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40526      0     0     0     00      0        20     0       00            0  0101010101010 140000000000000000000000000001 0
EAEA40593      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40643      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40655      0     0     2 0   00      0        0      0       00            0  0101010101010 140000001000000000000000000001 0
EAEA40664      0     0     2 200200      0        0      0       00            0  0101010101010 140000001100000000000000000001 0
EAEA40724      20    0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA40739      0     0     0     0220000222220202222222220       2210    2212  20 01010101010100140000000001111100111101100003 9
EAEA40752      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40767      0     0     0     022002002222000020      0       00            0  0101010101010 140000000000010000100000000002 1
EAEA40780      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA408216F    0     0     0     00      2222000220      0       0014          20 01010101010100140000000000010000000000000001 0
EAEA40865      0     0     2 0   00      20       20     0       00            0  0101010101010 140000001000000000000000000003 0
EAEA40876      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40917      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40925      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40958      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA40994      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41002      0     20    0     00      0        20     0       00            0  0101010101010 140000000000000000000000000002 0
EAEA41010      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41047      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA410795E    2222202222222 22220222222222222222222222220       2215          20 2221122323222 14110111111111110011111111111612
EAEA41084      20    0     2 22220220000020       22000000       2213 2  20    0  01010101010100140000011100000000111110100005 8
EAEA41096      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41103      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41111      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41124      0     0     2 0   00      0        0      0       00            0  0101010101010 140000001000000000000000000001 0
EAEA41152      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA411676F    22222220    2 0   020     2222202000      0       0014          0  01010101010100141110001000000000010000000005 2
EAEA41178      0     0     0     00      0        20     0       00            0  0101010101010 140000000000000000000000000001 0
EAEA41195      20    0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA41207      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41215      0     0     2 0   00      0        0      0       00            0  0101010101010 140000001000000000000000000001 0
EAEA41242      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41274      0     0     0     00      2222222220      0       00            0  0101010101010 140000000000110000010000000001 2
EAEA41289      20    0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA41317      0     0     0     00      20       0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA41325      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41333      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41340      20    0     0     0220002222220002222000002 0     2211    2211  20 01120101010100140000000001010000111100000005 7
EAEA41361      2222000     0     00      22200000222000020       02 5    2213  0  01010101010100140100000000010100000000000003 0
EAEA41372      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41386      20    0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA41394      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA41419      0     0     0     020     2220000000      0       00            0  0101010101010 140000000000000000000000000002 0
EAEA41427      20    0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA41443      2220020     0     00      0        0      0       00            0  0101010101010 140110000000000000000000000001 0
EAEA43011      0     0     2 0   022002020        0      0       0012    2212  0  01011201010100140000001001000000100000000002 1
EAEA43024      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
EAEA43052      0     0     0     00      220      0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA43067      2222000     0     00      220      22200000       0211    2212  0  01010101010100140100000000000000001000000003 1
EAEA43078      0     0     0     0220002020       20     0       00            0  0101010101010 140000000001000000000000000003 0
EAEA43095      0     0     0     00      0        20     2 0     00            0  0101010101010 140000000000000000000000000002 0
EAEA43104      2200000     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000001 0
EAEA43112      2222020     0     00      0        0      0       00 9    20    0  01011301010100140110000000000000000000000001 0
EAEA43138      0     0     0     00      0        0      0       00            0  0101010101010 140000000000000000000000000000 0
